연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
2023,05,23,화,두산,삼성,서울 잠실 야구장,맑음,26.9,"10,733"
2023,05,21,일,LG,한화,서울 잠실 야구장,비,21.9,"22,054"
2023,05,21,일,롯데,SSG,부산 사직 야구장,구름조금,23.2,"22,990"
2023,05,21,일,NC,삼성,창원NC파크,맑음,30.6,"10,910"
2023,05,21,일,KT,두산,수원케이티위즈파크,흐림,20.8,"10,521"
2023,05,21,일,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름조금,24.1,"14,617"
2023,05,20,토,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름조금,27.8,"19,030"
2023,05,20,토,KT,두산,수원케이티위즈파크,구름조금,26.2,"13,253"
2023,05,20,토,NC,삼성,창원NC파크,맑음,28.1,"14,870"
2023,05,20,토,롯데,SSG,부산 사직 야구장,맑음,22.2,"22,990"
2023,05,20,토,LG,한화,서울 잠실 야구장,구름조금,26.7,"23,750"
2023,05,19,금,LG,한화,서울 잠실 야구장,맑음,27.8,"19,798"
2023,05,19,금,롯데,SSG,부산 사직 야구장,비,21.8,"19,011"
2023,05,19,금,NC,삼성,창원NC파크,맑음,22.5,"8,493"
2023,05,19,금,KT,두산,수원케이티위즈파크,구름조금,25.9,"6,817"
2023,05,19,금,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름조금,25.3,"11,290"
2023,05,18,목,LG,KT,서울 잠실 야구장,비,27.6,"9,155"
2023,05,18,목,삼성,KIA,대구 삼성 라이온즈 파크,비,21.4,0
2023,05,18,목,NC,SSG,창원NC파크,비,20.1,0
2023,05,18,목,키움히어로즈,두산,서울고척스카이돔,비,27.6,"5,742"
2023,05,18,목,한화,롯데,대전 한화생명 이글스파크,흐림,22.1,"6,116"
2023,05,17,수,한화,롯데,대전 한화생명 이글스파크,구름조금,31.4,"6,269"
2023,05,17,수,키움히어로즈,두산,서울고척스카이돔,구름조금,28.7,"5,232"
2023,05,17,수,NC,SSG,창원NC파크,맑음,29.9,"4,344"
2023,05,17,수,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,32.7,"10,979"
2023,05,17,수,LG,KT,서울 잠실 야구장,구름조금,28.7,"9,838"
2023,05,16,화,LG,KT,서울 잠실 야구장,맑음,31.2,"8,567"
2023,05,16,화,삼성,KIA,대구 삼성 라이온즈 파크,맑음,33.6,"9,112"
2023,05,16,화,NC,SSG,창원NC파크,맑음,32.2,"4,113"
2023,05,16,화,키움히어로즈,두산,서울고척스카이돔,맑음,31.2,"5,662"
2023,05,16,화,한화,롯데,대전 한화생명 이글스파크,맑음,31.1,"6,138"
2023,05,14,일,키움히어로즈,NC,서울고척스카이돔,맑음,23.8,"5,634"
2023,05,14,일,KT,롯데,수원케이티위즈파크,맑음,23.1,"15,470"
2023,05,14,일,삼성,LG,대구 삼성 라이온즈 파크,구름조금,27.8,"18,569"
2023,05,14,일,SSG,한화,인천SSG 랜더스필드,맑음,21,"20,757"
2023,05,14,일,두산,KIA,서울 잠실 야구장,맑음,23.8,"23,750"
2023,05,13,토,두산,KIA,서울 잠실 야구장,구름조금,23.9,"23,750"
2023,05,13,토,SSG,한화,인천SSG 랜더스필드,구름조금,20.6,"23,000"
2023,05,13,토,삼성,LG,대구 삼성 라이온즈 파크,구름많음,24.5,"21,817"
2023,05,13,토,KT,롯데,수원케이티위즈파크,구름조금,23,"18,700"
2023,05,13,토,키움히어로즈,NC,서울고척스카이돔,구름조금,23.9,"6,573"
2023,05,12,금,키움히어로즈,NC,서울고척스카이돔,구름조금,24.7,"3,866"
2023,05,12,금,KT,롯데,수원케이티위즈파크,구름많음,24.3,"10,937"
2023,05,12,금,삼성,LG,대구 삼성 라이온즈 파크,흐림,26.4,"13,765"
2023,05,12,금,SSG,한화,인천SSG 랜더스필드,구름조금,22.8,"14,395"
2023,05,12,금,두산,KIA,서울 잠실 야구장,구름조금,24.7,"20,563"
2023,05,11,목,LG,키움히어로즈,서울 잠실 야구장,구름조금,26.7,"11,773"
2023,05,11,목,롯데,두산,부산 사직 야구장,구름조금,22.6,"13,350"
2023,05,11,목,KT,NC,수원케이티위즈파크,구름조금,26,"3,934"
2023,05,11,목,KIA,SSG,광주-기아 챔피언스 필드,구름조금,27.8,"8,898"
2023,05,11,목,한화,삼성,대전 한화생명 이글스파크,구름조금,27.2,"6,007"
2023,05,10,수,한화,삼성,대전 한화생명 이글스파크,구름조금,25.8,"5,865"
2023,05,10,수,KIA,SSG,광주-기아 챔피언스 필드,구름조금,26.7,"8,481"
2023,05,10,수,KT,NC,수원케이티위즈파크,구름조금,25.3,"3,734"
2023,05,10,수,롯데,두산,부산 사직 야구장,구름조금,23.7,"11,435"
2023,05,10,수,LG,키움히어로즈,서울 잠실 야구장,맑음,26,"12,125"
2023,05,09,화,LG,키움히어로즈,서울 잠실 야구장,맑음,24.4,"10,421"
2023,05,09,화,롯데,두산,부산 사직 야구장,맑음,23.6,"11,643"
2023,05,09,화,KT,NC,수원케이티위즈파크,맑음,22.6,"2,764"
2023,05,09,화,KIA,SSG,광주-기아 챔피언스 필드,맑음,25.3,"8,916"
2023,05,09,화,한화,삼성,대전 한화생명 이글스파크,맑음,25.4,"5,014"
2023,05,07,일,두산,LG,서울 잠실 야구장,구름많음,18.6,"22,073"
2023,05,07,일,롯데,삼성,부산 사직 야구장,비,13.4,0
2023,05,07,일,NC,KIA,창원NC파크,비,13.1,0
2023,05,07,일,키움히어로즈,SSG,서울고척스카이돔,구름많음,18.6,"7,623"
2023,05,07,일,한화,KT,대전 한화생명 이글스파크,비,15.7,"8,551"
2023,05,06,토,한화,KT,대전 한화생명 이글스파크,비,19.7,0
2023,05,06,토,키움히어로즈,SSG,서울고척스카이돔,비,15.5,"11,063"
2023,05,06,토,NC,KIA,창원NC파크,비,20.1,0
2023,05,06,토,롯데,삼성,부산 사직 야구장,비,18.6,0
2023,05,06,토,두산,LG,서울 잠실 야구장,비,15.5,0
2023,05,05,금,두산,LG,서울 잠실 야구장,비,21.6,0
2023,05,05,금,롯데,삼성,부산 사직 야구장,비,18.6,0
2023,05,05,금,NC,KIA,창원NC파크,비,20.7,0
2023,05,05,금,키움히어로즈,SSG,서울고척스카이돔,비,21.6,"16,000"
2023,05,05,금,한화,KT,대전 한화생명 이글스파크,비,20.8,0
2023,05,04,목,KIA,롯데,광주-기아 챔피언스 필드,비,19.5,0
2023,05,04,목,NC,LG,창원NC파크,비,20.6,0
2023,05,04,목,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,22.9,"12,076"
2023,05,04,목,SSG,KT,인천SSG 랜더스필드,흐림,26,"7,529"
2023,05,04,목,두산,한화,서울 잠실 야구장,흐림,25.8,"10,825"
2023,05,03,수,두산,한화,서울 잠실 야구장,구름조금,26.2,"14,271"
2023,05,03,수,SSG,KT,인천SSG 랜더스필드,구름조금,24.9,"7,703"
2023,05,03,수,삼성,키움히어로즈,대구 삼성 라이온즈 파크,흐림,25.5,"13,394"
2023,05,03,수,NC,LG,창원NC파크,맑음,23.5,"4,874"
2023,05,03,수,KIA,롯데,광주-기아 챔피언스 필드,흐림,22.1,"13,815"
2023,05,02,화,두산,한화,서울 잠실 야구장,구름많음,23.7,"9,834"
2023,05,02,화,SSG,KT,인천SSG 랜더스필드,구름많음,22.6,"6,950"
2023,05,02,화,삼성,키움히어로즈,대구 삼성 라이온즈 파크,구름조금,25.9,"10,624"
2023,05,02,화,NC,LG,창원NC파크,맑음,26.1,"3,939"
2023,05,02,화,KIA,롯데,광주-기아 챔피언스 필드,구름조금,27.1,"8,892"
2023,04,30,일,한화,NC,대전 한화생명 이글스파크,맑음,19.8,"10,442"
2023,04,30,일,KT,삼성,수원케이티위즈파크,구름조금,18.7,"14,582"
2023,04,30,일,롯데,키움히어로즈,부산 사직 야구장,맑음,18.8,"22,990"
2023,04,30,일,SSG,두산,인천SSG 랜더스필드,구름많음,16,"21,026"
2023,04,30,일,LG,KIA,서울 잠실 야구장,비,17.9,"23,750"
2023,04,29,토,LG,KIA,서울 잠실 야구장,비,15.8,"23,750"
2023,04,29,토,SSG,두산,인천SSG 랜더스필드,비,15.6,"20,180"
2023,04,29,토,롯데,키움히어로즈,부산 사직 야구장,비,18.5,0
2023,04,29,토,KT,삼성,수원케이티위즈파크,비,15.4,"12,039"
2023,04,29,토,한화,NC,대전 한화생명 이글스파크,비,18.3,"7,813"
2023,04,28,금,한화,NC,대전 한화생명 이글스파크,구름조금,23.7,"7,242"
2023,04,28,금,KT,삼성,수원케이티위즈파크,비,21.7,"7,314"
2023,04,28,금,롯데,키움히어로즈,부산 사직 야구장,구름조금,20.9,"14,343"
2023,04,28,금,SSG,두산,인천SSG 랜더스필드,비,19.3,"14,909"
2023,04,28,금,LG,KIA,서울 잠실 야구장,비,21.3,"22,695"
2023,04,27,목,LG,SSG,서울 잠실 야구장,맑음,20,"13,061"
2023,04,27,목,롯데,한화,부산 사직 야구장,맑음,20.6,"10,393"
2023,04,27,목,삼성,두산,대구 삼성 라이온즈 파크,맑음,24.4,"8,473"
2023,04,27,목,KIA,NC,광주-기아 챔피언스 필드,맑음,24.2,"6,017"
2023,04,27,목,키움히어로즈,KT,서울고척스카이돔,맑음,20,"3,024"
2023,04,26,수,LG,SSG,서울 잠실 야구장,구름조금,13.5,"10,419"
2023,04,26,수,롯데,한화,부산 사직 야구장,맑음,19.5,"7,905"
2023,04,26,수,삼성,두산,대구 삼성 라이온즈 파크,맑음,19.5,"9,213"
2023,04,26,수,KIA,NC,광주-기아 챔피언스 필드,맑음,16.4,"4,798"
2023,04,26,수,키움히어로즈,KT,서울고척스카이돔,구름조금,13.5,"2,489"
2023,04,25,화,키움히어로즈,KT,서울고척스카이돔,비,13.2,"2,956"
2023,04,25,화,KIA,NC,광주-기아 챔피언스 필드,비,13,"2,216"
2023,04,25,화,삼성,두산,대구 삼성 라이온즈 파크,비,11.4,0
2023,04,25,화,롯데,한화,부산 사직 야구장,비,12.3,0
2023,04,25,화,LG,SSG,서울 잠실 야구장,비,13.2,"7,344"
2023,04,23,일,두산,KT,서울 잠실 야구장,흐림,22.1,"10,151"
2023,04,23,일,SSG,키움히어로즈,인천SSG 랜더스필드,흐림,21.1,"15,878"
2023,04,23,일,NC,롯데,창원NC파크,맑음,18.8,"13,286"
2023,04,23,일,KIA,삼성,광주-기아 챔피언스 필드,흐림,20.8,"10,026"
2023,04,23,일,한화,LG,대전 한화생명 이글스파크,흐림,21.3,"9,023"
2023,04,22,토,한화,LG,대전 한화생명 이글스파크,구름많음,21.5,"11,152"
2023,04,22,토,KIA,삼성,광주-기아 챔피언스 필드,구름조금,23.9,"12,990"
2023,04,22,토,NC,롯데,창원NC파크,맑음,21.4,"15,130"
2023,04,22,토,SSG,키움히어로즈,인천SSG 랜더스필드,흐림,21.3,"16,535"
2023,04,22,토,두산,KT,서울 잠실 야구장,흐림,22.5,"13,410"
2023,04,21,금,두산,KT,서울 잠실 야구장,구름조금,22.8,"6,896"
2023,04,21,금,SSG,키움히어로즈,인천SSG 랜더스필드,맑음,20.2,"12,374"
2023,04,21,금,NC,롯데,창원NC파크,맑음,24.4,"12,613"
2023,04,21,금,KIA,삼성,광주-기아 챔피언스 필드,구름조금,25.5,"6,870"
2023,04,21,금,한화,LG,대전 한화생명 이글스파크,구름많음,23.2,"6,004"
2023,04,20,목,한화,두산,대전 한화생명 이글스파크,구름조금,25.7,"4,122"
2023,04,20,목,키움히어로즈,삼성,서울고척스카이돔,비,18.9,"3,918"
2023,04,20,목,KT,SSG,수원케이티위즈파크,흐림,19.9,"4,472"
2023,04,20,목,롯데,KIA,부산 사직 야구장,맑음,25.1,"6,423"
2023,04,20,목,LG,NC,서울 잠실 야구장,비,18.9,"9,090"
2023,04,19,수,LG,NC,서울 잠실 야구장,맑음,28.4,"7,090"
2023,04,19,수,롯데,KIA,부산 사직 야구장,비,19.2,"4,869"
2023,04,19,수,KT,SSG,수원케이티위즈파크,맑음,28.2,"3,405"
2023,04,19,수,키움히어로즈,삼성,서울고척스카이돔,맑음,28.4,"3,869"
2023,04,19,수,한화,두산,대전 한화생명 이글스파크,구름조금,28,"4,212"
2023,04,18,화,한화,두산,대전 한화생명 이글스파크,비,15.5,"4,012"
2023,04,18,화,키움히어로즈,삼성,서울고척스카이돔,비,18.4,"3,104"
2023,04,18,화,KT,SSG,수원케이티위즈파크,비,17.7,"3,398"
2023,04,18,화,롯데,KIA,부산 사직 야구장,비,19.6,"3,829"
2023,04,18,화,LG,NC,서울 잠실 야구장,비,18.4,"6,574"
2023,04,16,일,LG,두산,서울 잠실 야구장,구름많음,16.1,"20,090"
2023,04,16,일,SSG,NC,인천SSG 랜더스필드,구름많음,14.2,"13,460"
2023,04,16,일,삼성,롯데,대구 삼성 라이온즈 파크,구름많음,18.9,"16,076"
2023,04,16,일,KT,한화,수원케이티위즈파크,구름많음,16.2,"13,010"
2023,04,16,일,키움히어로즈,KIA,서울고척스카이돔,구름많음,16.1,"11,265"
2023,04,15,토,LG,두산,서울 잠실 야구장,비,16.6,"21,243"
2023,04,15,토,SSG,NC,인천SSG 랜더스필드,비,14,"13,956"
2023,04,15,토,삼성,롯데,대구 삼성 라이온즈 파크,비,17,"18,231"
2023,04,15,토,KT,한화,수원케이티위즈파크,비,16.3,"13,212"
2023,04,15,토,키움히어로즈,KIA,서울고척스카이돔,비,16.6,"13,752"
2023,04,14,금,키움히어로즈,KIA,서울고척스카이돔,흐림,21.3,"8,043"
2023,04,14,금,KT,한화,수원케이티위즈파크,흐림,22.8,"7,145"
2023,04,14,금,삼성,롯데,대구 삼성 라이온즈 파크,비,20.7,"9,124"
2023,04,14,금,SSG,NC,인천SSG 랜더스필드,흐림,19.5,"8,218"
2023,04,14,금,LG,두산,서울 잠실 야구장,흐림,21.3,"16,528"
2023,04,13,목,두산,키움히어로즈,서울 잠실 야구장,구름조금,17.2,"6,917"
2023,04,13,목,롯데,LG,부산 사직 야구장,구름조금,20.1,"6,505"
2023,04,13,목,삼성,SSG,대구 삼성 라이온즈 파크,구름조금,25.6,"4,648"
2023,04,13,목,NC,KT,창원NC파크,맑음,24.8,"3,174"
2023,04,13,목,KIA,한화,광주-기아 챔피언스 필드,맑음,24.9,"5,457"
2023,04,12,수,KIA,한화,광주-기아 챔피언스 필드,맑음,19.4,"5,252"
2023,04,12,수,NC,KT,창원NC파크,맑음,20.9,"2,448"
2023,04,12,수,삼성,SSG,대구 삼성 라이온즈 파크,맑음,20.2,"5,405"
2023,04,12,수,롯데,LG,부산 사직 야구장,맑음,19.8,"6,519"
2023,04,12,수,두산,키움히어로즈,서울 잠실 야구장,맑음,15.3,0
2023,04,11,화,두산,키움히어로즈,서울 잠실 야구장,비,17.4,"4,372"
2023,04,11,화,롯데,LG,부산 사직 야구장,비,19.8,"5,286"
2023,04,11,화,삼성,SSG,대구 삼성 라이온즈 파크,구름많음,23.4,"3,907"
2023,04,11,화,NC,KT,창원NC파크,맑음,23.6,"2,069"
2023,04,11,화,KIA,한화,광주-기아 챔피언스 필드,흐림,21.4,"3,623"
2023,04,09,일,LG,삼성,서울 잠실 야구장,맑음,17.8,"20,439"
2023,04,09,일,롯데,KT,부산 사직 야구장,맑음,18.4,"14,070"
2023,04,09,일,NC,키움히어로즈,창원NC파크,맑음,21.4,"7,686"
2023,04,09,일,KIA,두산,광주-기아 챔피언스 필드,맑음,19.2,"3,623"
2023,04,09,일,한화,SSG,대전 한화생명 이글스파크,맑음,18.6,"9,455"
2023,04,08,토,한화,SSG,대전 한화생명 이글스파크,맑음,16,0
2023,04,08,토,KIA,두산,광주-기아 챔피언스 필드,맑음,16.1,0
2023,04,08,토,NC,키움히어로즈,창원NC파크,맑음,16.4,0
2023,04,08,토,롯데,KT,부산 사직 야구장,맑음,17.4,0
2023,04,08,토,LG,삼성,서울 잠실 야구장,맑음,14.9,0
2023,04,07,금,LG,삼성,서울 잠실 야구장,맑음,15.7,0
2023,04,07,금,롯데,KT,부산 사직 야구장,비,19.2,0
2023,04,07,금,NC,키움히어로즈,창원NC파크,비,18.9,0
2023,04,07,금,KIA,두산,광주-기아 챔피언스 필드,비,14.6,0
2023,04,07,금,한화,SSG,대전 한화생명 이글스파크,비,15.9,0
2023,04,06,목,키움히어로즈,LG,서울고척스카이돔,비,9.7,"4,556"
2023,04,06,목,KT,KIA,수원케이티위즈파크,비,9.5,0
2023,04,06,목,삼성,한화,대구 삼성 라이온즈 파크,비,18.6,"6,525"
2023,04,06,목,SSG,롯데,인천SSG 랜더스필드,비,8.4,0
2023,04,06,목,두산,NC,서울 잠실 야구장,비,9.7,"3,724"
2023,04,05,수,두산,NC,서울 잠실 야구장,비,14.9,"2,172"
2023,04,05,수,SSG,롯데,인천SSG 랜더스필드,비,14.4,0
2023,04,05,수,삼성,한화,대구 삼성 라이온즈 파크,비,17.2,"6,525"
2023,04,05,수,KT,KIA,수원케이티위즈파크,비,15.1,0
2023,04,05,수,키움히어로즈,LG,서울고척스카이돔,비,14.9,"4,194"
2023,04,04,화,두산,NC,서울 잠실 야구장,비,21.7,"3,924"
2023,04,04,화,SSG,롯데,인천SSG 랜더스필드,비,20.6,"5,809"
2023,04,04,화,삼성,한화,대구 삼성 라이온즈 파크,비,22.8,"5,936"
2023,04,04,화,KT,KIA,수원케이티위즈파크,비,22.5,0
2023,04,04,화,키움히어로즈,LG,서울고척스카이돔,비,21.7,"4,510"
2023,04,02,일,키움히어로즈,한화,서울고척스카이돔,맑음,25.2,"11,562"
2023,04,02,일,KT,LG,수원케이티위즈파크,맑음,23.7,"14,700"
2023,04,02,일,삼성,NC,대구 삼성 라이온즈 파크,맑음,19.6,"18,483"
2023,04,02,일,SSG,KIA,인천SSG 랜더스필드,맑음,23.7,"23,000"
2023,04,02,일,두산,롯데,서울 잠실 야구장,맑음,25.2,"23,750"
2023,04,01,토,두산,롯데,서울 잠실 야구장,맑음,25.6,"23,750"
2023,04,01,토,SSG,KIA,인천SSG 랜더스필드,맑음,22.9,"23,000"
2023,04,01,토,삼성,NC,대구 삼성 라이온즈 파크,맑음,23,"24,000"
2023,04,01,토,KT,LG,수원케이티위즈파크,맑음,25.3,"18,700"
2023,04,01,토,키움히어로즈,한화,서울고척스카이돔,맑음,25.6,"16,000"
2022,10,11,화,LG,KT,서울 잠실 야구장,맑음,16.4,10092
2022,10,10,월,KT,NC,수원케이티위즈파크,비,13.3,10535
2022,10,09,일,LG,KT,서울 잠실 야구장,비,14.5,0
2022,10,08,토,두산,키움히어로즈,서울 잠실 야구장,구름조금,21.6,23511
2022,10,08,토,롯데,LG,부산 사직 야구장,구름조금,21.8,22990
2022,10,08,토,삼성,SSG,대구 삼성 라이온즈 파크,구름조금,20.9,24000
2022,10,08,토,NC,한화,창원NC파크,구름조금,22,12462
2022,10,08,토,KIA,KT,광주-기아 챔피언스 필드,구름많음,21.5,17231
2022,10,07,금,두산,삼성,서울 잠실 야구장,구름조금,18.6,11681
2022,10,07,금,NC,LG,창원NC파크,흐림,22.1,6257
2022,10,07,금,KIA,KT,광주-기아 챔피언스 필드,구름많음,20.4,15175
2022,10,06,목,한화,키움히어로즈,대전 한화생명 이글스파크,흐림,21.4,9802
2022,10,06,목,KIA,LG,광주-기아 챔피언스 필드,흐림,21.3,5209
2022,10,06,목,NC,SSG,창원NC파크,흐림,22.4,6064
2022,10,06,목,두산,삼성,서울 잠실 야구장,흐림,19.1,7350
2022,10,05,수,두산,SSG,서울 잠실 야구장,비,21.6,9474
2022,10,05,수,NC,롯데,창원NC파크,구름많음,21.7,11326
2022,10,05,수,KT,삼성,수원케이티위즈파크,구름많음,21.4,7226
2022,10,05,수,KIA,LG,광주-기아 챔피언스 필드,구름많음,21.4,5487
2022,10,04,화,LG,KIA,서울 잠실 야구장,비,23,13385
2022,10,04,화,KT,삼성,수원케이티위즈파크,비,23.7,5451
2022,10,03,월,한화,SSG,대전 한화생명 이글스파크,비,26.3,7023
2022,10,03,월,KT,NC,수원케이티위즈파크,비,24.5,0
2022,10,03,월,롯데,두산,부산 사직 야구장,비,25.3,11162
2022,10,03,월,LG,KIA,서울 잠실 야구장,비,23.4,0
2022,10,02,일,LG,NC,서울 잠실 야구장,비,21.6,15711
2022,10,02,일,롯데,두산,부산 사직 야구장,구름조금,28.3,14088
2022,10,02,일,한화,KIA,대전 한화생명 이글스파크,비,27.6,11336
2022,10,01,토,KIA,SSG,광주-기아 챔피언스 필드,구름조금,30.5,13341
2022,10,01,토,삼성,두산,대구 삼성 라이온즈 파크,구름조금,31,15964
2022,10,01,토,LG,NC,서울 잠실 야구장,구름조금,27.6,17282
2022,09,30,금,LG,NC,서울 잠실 야구장,맑음,27.7,11076
2022,09,30,금,SSG,키움히어로즈,인천SSG 랜더스필드,맑음,25,20422
2022,09,30,금,삼성,두산,대구 삼성 라이온즈 파크,맑음,31.2,9081
2022,09,30,금,한화,롯데,대전 한화생명 이글스파크,맑음,29.2,4025
2022,09,29,목,LG,KT,서울 잠실 야구장,맑음,26.5,10859
2022,09,29,목,SSG,키움히어로즈,인천SSG 랜더스필드,구름조금,23.7,13358
2022,09,29,목,삼성,NC,대구 삼성 라이온즈 파크,맑음,29.3,7703
2022,09,29,목,KIA,롯데,광주-기아 챔피언스 필드,맑음,28.1,6294
2022,09,29,목,한화,두산,대전 한화생명 이글스파크,맑음,26.4,2018
2022,09,28,수,한화,LG,대전 한화생명 이글스파크,구름조금,25.4,2845
2022,09,28,수,KT,두산,수원케이티위즈파크,구름조금,26.1,5220
2022,09,28,수,NC,삼성,창원NC파크,흐림,24.6,5164
2022,09,27,화,NC,키움히어로즈,창원NC파크,구름조금,26.5,2571
2022,09,27,화,KT,두산,수원케이티위즈파크,맑음,28.1,4196
2022,09,27,화,한화,LG,대전 한화생명 이글스파크,맑음,28.1,3110
2022,09,25,일,NC,KT,창원NC파크,흐림,22.9,5148
2022,09,25,일,삼성,KIA,대구 삼성 라이온즈 파크,흐림,22.9,17730
2022,09,25,일,SSG,LG,인천SSG 랜더스필드,구름많음,24,23000
2022,09,25,일,두산,한화,서울 잠실 야구장,구름많음,25.2,9590
2022,09,24,토,LG,한화,서울 잠실 야구장,구름조금,24.2,16775
2022,09,24,토,SSG,두산,인천SSG 랜더스필드,구름조금,23.1,19253
2022,09,24,토,NC,KIA,창원NC파크,구름많음,25.2,12938
2022,09,24,토,키움히어로즈,롯데,서울고척스카이돔,구름조금,24.2,9442
2022,09,23,금,LG,롯데,서울 잠실 야구장,비,22.2,19377
2022,09,23,금,SSG,한화,인천SSG 랜더스필드,비,21.2,16353
2022,09,23,금,삼성,KT,대구 삼성 라이온즈 파크,구름조금,27.8,8056
2022,09,23,금,NC,KIA,창원NC파크,구름조금,27.8,9871
2022,09,23,금,키움히어로즈,두산,서울고척스카이돔,비,22.2,4040
2022,09,22,목,키움히어로즈,두산,서울고척스카이돔,구름조금,24.7,3063
2022,09,22,목,NC,KIA,창원NC파크,구름많음,24.9,7340
2022,09,22,목,삼성,KT,대구 삼성 라이온즈 파크,구름조금,25.1,6006
2022,09,22,목,SSG,한화,인천SSG 랜더스필드,구름조금,23.4,11471
2022,09,22,목,LG,롯데,서울 잠실 야구장,구름조금,24.7,18034
2022,09,21,수,두산,NC,서울 잠실 야구장,맑음,25.6,4683
2022,09,21,수,SSG,KT,인천SSG 랜더스필드,맑음,23.3,10359
2022,09,21,수,KIA,LG,광주-기아 챔피언스 필드,구름조금,25.4,6633
2022,09,21,수,키움히어로즈,삼성,서울고척스카이돔,맑음,25.6,5407
2022,09,21,수,한화,롯데,대전 한화생명 이글스파크,맑음,24.7,4291
2022,09,20,화,한화,롯데,대전 한화생명 이글스파크,구름조금,24.7,5515
2022,09,20,화,키움히어로즈,삼성,서울고척스카이돔,맑음,24.6,4851
2022,09,20,화,KIA,LG,광주-기아 챔피언스 필드,구름조금,25.9,5992
2022,09,20,화,SSG,KT,인천SSG 랜더스필드,구름조금,23.6,10066
2022,09,20,화,두산,NC,서울 잠실 야구장,맑음,24.6,7386
2022,09,18,일,LG,한화,서울 잠실 야구장,구름많음,32.5,16798
2022,09,18,일,SSG,두산,인천SSG 랜더스필드,구름많음,30.7,17684
2022,09,18,일,삼성,KIA,대구 삼성 라이온즈 파크,흐림,30.5,12340
2022,09,18,일,KT,롯데,수원케이티위즈파크,흐림,32,16612
2022,09,18,일,키움히어로즈,NC,서울고척스카이돔,구름많음,32.5,4128
2022,09,17,토,LG,한화,서울 잠실 야구장,비,29.4,20104
2022,09,17,토,SSG,두산,인천SSG 랜더스필드,비,28.2,20871
2022,09,17,토,삼성,KIA,대구 삼성 라이온즈 파크,비,33.2,15130
2022,09,17,토,KT,롯데,수원케이티위즈파크,비,30.2,14944
2022,09,17,토,키움히어로즈,NC,서울고척스카이돔,비,29.4,5827
2022,09,16,금,KIA,한화,광주-기아 챔피언스 필드,구름많음,31.3,8642
2022,09,16,금,NC,SSG,창원NC파크,구름많음,29,5680
2022,09,16,금,삼성,두산,대구 삼성 라이온즈 파크,구름많음,29,6576
2022,09,16,금,롯데,키움히어로즈,부산 사직 야구장,구름많음,29.2,8567
2022,09,16,금,LG,KT,서울 잠실 야구장,비,29.9,0
2022,09,15,목,LG,KT,서울 잠실 야구장,비,28.3,9614
2022,09,15,목,롯데,키움히어로즈,부산 사직 야구장,구름많음,28.1,5133
2022,09,15,목,삼성,두산,대구 삼성 라이온즈 파크,구름많음,26.8,5374
2022,09,15,목,NC,SSG,창원NC파크,구름많음,27.7,3851
2022,09,15,목,KIA,한화,광주-기아 챔피언스 필드,구름조금,31.3,5158
2022,09,14,수,한화,KT,대전 한화생명 이글스파크,구름많음,29.1,2777
2022,09,14,수,KIA,키움히어로즈,광주-기아 챔피언스 필드,구름많음,30.1,5175
2022,09,14,수,NC,삼성,창원NC파크,구름많음,28.4,4084
2022,09,14,수,롯데,SSG,부산 사직 야구장,구름많음,28.7,4179
2022,09,14,수,두산,LG,서울 잠실 야구장,흐림,27.9,7098
2022,09,13,화,두산,LG,서울 잠실 야구장,흐림,26.4,6803
2022,09,13,화,롯데,SSG,부산 사직 야구장,흐림,28.4,4570
2022,09,13,화,NC,삼성,창원NC파크,흐림,27.8,3780
2022,09,13,화,KIA,키움히어로즈,광주-기아 챔피언스 필드,비,27.3,3507
2022,09,13,화,한화,KT,대전 한화생명 이글스파크,흐림,28.5,2723
2022,09,11,일,두산,KIA,서울 잠실 야구장,비,26.4,20681
2022,09,11,일,롯데,NC,부산 사직 야구장,흐림,28.6,12343
2022,09,11,일,삼성,LG,대구 삼성 라이온즈 파크,구름많음,27.6,15446
2022,09,11,일,키움히어로즈,KT,서울고척스카이돔,비,26.4,5009
2022,09,11,일,한화,SSG,대전 한화생명 이글스파크,흐림,28.9,7863
2022,09,10,토,한화,SSG,대전 한화생명 이글스파크,흐림,26.3,5236
2022,09,10,토,키움히어로즈,KT,서울고척스카이돔,흐림,28.4,4017
2022,09,10,토,삼성,LG,대구 삼성 라이온즈 파크,구름많음,24.2,11995
2022,09,10,토,롯데,NC,부산 사직 야구장,흐림,26.4,11091
2022,09,10,토,두산,KIA,서울 잠실 야구장,흐림,28.4,13433
2022,09,09,금,두산,한화,서울 잠실 야구장,구름조금,30.8,5691
2022,09,09,금,SSG,KIA,인천SSG 랜더스필드,구름조금,28.7,20951
2022,09,09,금,삼성,롯데,대구 삼성 라이온즈 파크,구름조금,27.7,12634
2022,09,09,금,KT,NC,수원케이티위즈파크,구름조금,30.7,5966
2022,09,09,금,키움히어로즈,LG,서울고척스카이돔,구름조금,30.8,10074
2022,09,08,목,키움히어로즈,LG,서울고척스카이돔,맑음,29.5,6505
2022,09,08,목,KT,NC,수원케이티위즈파크,맑음,29.7,3651
