연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
2022,09,08,목,삼성,롯데,대구 삼성 라이온즈 파크,구름조금,28.5,13125
2022,09,08,목,SSG,KIA,인천SSG 랜더스필드,맑음,26.8,16148
2022,09,08,목,두산,한화,서울 잠실 야구장,맑음,29.5,4757
2022,09,07,수,LG,SSG,서울 잠실 야구장,맑음,28.1,15185
2022,09,07,수,삼성,키움히어로즈,대구 삼성 라이온즈 파크,맑음,29.1,5093
2022,09,07,수,NC,두산,창원NC파크,맑음,28.9,8070
2022,09,07,수,KT,한화,수원케이티위즈파크,구름조금,28.1,4364
2022,09,07,수,롯데,KIA,울산문수야구장,구름조금,21.5,7380
2022,09,06,화,LG,SSG,서울 잠실 야구장,비,26.3,12917
2022,09,06,화,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,26.4,3890
2022,09,06,화,NC,두산,창원NC파크,비,27.1,4331
2022,09,06,화,KT,한화,수원케이티위즈파크,비,26.1,3459
2022,09,06,화,롯데,KIA,울산문수야구장,비,23.9,5060
2022,09,04,일,한화,NC,대전 한화생명 이글스파크,비,28.1,3743
2022,09,04,일,KIA,KT,광주-기아 챔피언스 필드,비,31.4,7056
2022,09,04,일,롯데,LG,부산 사직 야구장,비,29.4,6286
2022,09,04,일,SSG,키움히어로즈,인천SSG 랜더스필드,비,24.9,0
2022,09,04,일,두산,삼성,서울 잠실 야구장,비,24,0
2022,09,03,토,두산,삼성,서울 잠실 야구장,구름많음,29.2,13113
2022,09,03,토,SSG,키움히어로즈,인천SSG 랜더스필드,구름많음,28.8,20347
2022,09,03,토,롯데,LG,부산 사직 야구장,비,25.1,0
2022,09,03,토,KIA,KT,광주-기아 챔피언스 필드,흐림,28.9,10639
2022,09,03,토,한화,NC,대전 한화생명 이글스파크,흐림,26.7,5547
2022,09,02,금,키움히어로즈,한화,서울고척스카이돔,맑음,29.8,3156
2022,09,02,금,KIA,삼성,광주-기아 챔피언스 필드,흐림,27.1,6274
2022,09,02,금,KT,LG,수원케이티위즈파크,구름조금,29.7,10128
2022,09,02,금,SSG,NC,인천SSG 랜더스필드,구름조금,29,12392
2022,09,02,금,두산,롯데,서울 잠실 야구장,맑음,29.8,8100
2022,09,01,목,두산,롯데,서울 잠실 야구장,맑음,30.4,6219
2022,09,01,목,SSG,NC,인천SSG 랜더스필드,맑음,28.3,7804
2022,09,01,목,KT,LG,수원케이티위즈파크,맑음,30.8,6888
2022,09,01,목,KIA,삼성,광주-기아 챔피언스 필드,흐림,26.4,5234
2022,09,01,목,키움히어로즈,한화,서울고척스카이돔,맑음,30.4,2799
2022,08,31,수,LG,NC,서울 잠실 야구장,구름많음,24.9,8553
2022,08,31,수,삼성,SSG,대구 삼성 라이온즈 파크,비,22.7,4314
2022,08,31,수,KT,두산,수원케이티위즈파크,흐림,24,3798
2022,08,31,수,키움히어로즈,롯데,서울고척스카이돔,구름많음,24.9,6685
2022,08,31,수,한화,KIA,대전 한화생명 이글스파크,비,23.3,3513
2022,08,30,화,한화,KIA,대전 한화생명 이글스파크,비,20.6,0
2022,08,30,화,키움히어로즈,롯데,서울고척스카이돔,비,20.3,4381
2022,08,30,화,KT,두산,수원케이티위즈파크,비,20.6,0
2022,08,30,화,삼성,SSG,대구 삼성 라이온즈 파크,비,24.1,0
2022,08,30,화,LG,NC,서울 잠실 야구장,비,20.3,0
2022,08,28,일,LG,키움히어로즈,서울 잠실 야구장,구름조금,28.4,12917
2022,08,28,일,SSG,롯데,인천SSG 랜더스필드,구름조금,27,20604
2022,08,28,일,삼성,한화,대구 삼성 라이온즈 파크,구름조금,27.5,10236
2022,08,28,일,NC,KT,창원NC파크,구름조금,27.2,5110
2022,08,28,일,KIA,두산,광주-기아 챔피언스 필드,구름많음,28.7,8188
2022,08,27,토,KIA,두산,광주-기아 챔피언스 필드,구름조금,26.8,11053
2022,08,27,토,NC,KT,창원NC파크,구름많음,28.2,8977
2022,08,27,토,삼성,한화,대구 삼성 라이온즈 파크,구름많음,28.2,13729
2022,08,27,토,SSG,롯데,인천SSG 랜더스필드,구름조금,24.6,21043
2022,08,27,토,LG,키움히어로즈,서울 잠실 야구장,비,25.5,15250
2022,08,26,금,LG,KIA,서울 잠실 야구장,구름조금,28.4,18154
2022,08,26,금,롯데,삼성,부산 사직 야구장,구름조금,28.7,7483
2022,08,26,금,NC,키움히어로즈,창원NC파크,구름조금,29.2,4856
2022,08,26,금,KT,SSG,수원케이티위즈파크,구름조금,28.3,6149
2022,08,26,금,한화,두산,대전 한화생명 이글스파크,맑음,29.1,3226
2022,08,25,목,LG,KIA,서울 잠실 야구장,비,24,14262
2022,08,25,목,롯데,삼성,부산 사직 야구장,구름많음,28.8,6844
2022,08,25,목,NC,키움히어로즈,창원NC파크,구름많음,29.6,2712
2022,08,25,목,KT,SSG,수원케이티위즈파크,비,25.3,5103
2022,08,25,목,한화,두산,대전 한화생명 이글스파크,흐림,28.5,2315
2022,08,24,수,한화,LG,대전 한화생명 이글스파크,비,25,2608
2022,08,24,수,키움히어로즈,KIA,서울고척스카이돔,구름많음,27.9,8175
2022,08,24,수,NC,롯데,창원NC파크,비,23.9,7479
2022,08,24,수,SSG,삼성,인천SSG 랜더스필드,구름많음,27.7,8345
2022,08,24,수,두산,KT,서울 잠실 야구장,구름많음,27.9,2827
2022,08,23,화,두산,KT,서울 잠실 야구장,비,30.2,3059
2022,08,23,화,SSG,삼성,인천SSG 랜더스필드,비,27.9,8096
2022,08,23,화,NC,롯데,창원NC파크,비,27.9,9211
2022,08,23,화,키움히어로즈,KIA,서울고척스카이돔,비,30.2,6637
2022,08,23,화,한화,LG,대전 한화생명 이글스파크,비,26,2107
2022,08,21,일,KT,KIA,수원케이티위즈파크,구름조금,33,16158
2022,08,21,일,삼성,NC,대구 삼성 라이온즈 파크,구름조금,31.1,11429
2022,08,21,일,롯데,한화,부산 사직 야구장,구름조금,30.3,7754
2022,08,21,일,LG,두산,서울 잠실 야구장,구름많음,32,14441
2022,08,21,일,키움히어로즈,SSG,서울고척스카이돔,구름많음,32,7183
2022,08,20,토,키움히어로즈,SSG,서울고척스카이돔,구름조금,32,7439
2022,08,20,토,LG,두산,서울 잠실 야구장,구름조금,32,17504
2022,08,20,토,롯데,한화,부산 사직 야구장,비,27.7,7376
2022,08,20,토,삼성,NC,대구 삼성 라이온즈 파크,비,28.6,0
2022,08,20,토,KT,KIA,수원케이티위즈파크,구름조금,30.8,19194
2022,08,19,금,한화,삼성,대전 한화생명 이글스파크,흐림,29.7,3213
2022,08,19,금,KIA,NC,광주-기아 챔피언스 필드,흐림,32.2,5438
2022,08,19,금,롯데,KT,부산 사직 야구장,구름많음,30.1,4607
2022,08,19,금,SSG,LG,인천SSG 랜더스필드,비,27.5,0
2022,08,19,금,두산,키움히어로즈,서울 잠실 야구장,비,27.5,0
2022,08,18,목,두산,키움히어로즈,서울 잠실 야구장,구름많음,29.8,3517
2022,08,18,목,SSG,LG,인천SSG 랜더스필드,구름많음,27.6,14662
2022,08,18,목,롯데,KT,부산 사직 야구장,구름조금,28.9,6316
2022,08,18,목,KIA,NC,광주-기아 챔피언스 필드,구름조금,32,4927
2022,08,18,목,한화,삼성,대전 한화생명 이글스파크,구름조금,30.6,3023
2022,08,17,수,KIA,SSG,광주-기아 챔피언스 필드,비,30.2,4330
2022,08,17,수,KT,키움히어로즈,수원케이티위즈파크,구름조금,30.8,3768
2022,08,17,수,NC,한화,창원NC파크,비,29.1,2663
2022,08,17,수,롯데,두산,부산 사직 야구장,비,24.2,3618
2022,08,17,수,LG,삼성,서울 잠실 야구장,구름조금,30.5,9180
2022,08,16,화,LG,삼성,서울 잠실 야구장,구름조금,30,9671
2022,08,16,화,롯데,두산,부산 사직 야구장,비,29.2,0
2022,08,16,화,NC,한화,창원NC파크,비,28.1,0
2022,08,16,화,KT,키움히어로즈,수원케이티위즈파크,구름조금,30.3,3745
2022,08,16,화,KIA,SSG,광주-기아 챔피언스 필드,비,28.4,0
2022,08,14,일,두산,SSG,서울 잠실 야구장,비,31.5,6973
2022,08,14,일,NC,LG,창원NC파크,비,32.9,7327
2022,08,14,일,KT,삼성,수원케이티위즈파크,비,31.5,7720
2022,08,14,일,KIA,롯데,광주-기아 챔피언스 필드,구름많음,33.4,11374
2022,08,14,일,한화,키움히어로즈,대전 한화생명 이글스파크,비,30.4,5274
2022,08,13,토,한화,키움히어로즈,대전 한화생명 이글스파크,비,29.5,4331
2022,08,13,토,KIA,롯데,광주-기아 챔피언스 필드,비,31.8,12159
2022,08,13,토,KT,삼성,수원케이티위즈파크,비,26.8,7963
2022,08,13,토,NC,LG,창원NC파크,비,32.4,0
2022,08,13,토,두산,SSG,서울 잠실 야구장,비,27.5,6659
2022,08,12,금,두산,NC,서울 잠실 야구장,구름조금,32.4,3679
2022,08,12,금,SSG,KT,인천SSG 랜더스필드,구름조금,28.1,10093
2022,08,12,금,삼성,KIA,대구 삼성 라이온즈 파크,비,35.6,10291
2022,08,12,금,키움히어로즈,롯데,서울고척스카이돔,구름조금,32.4,4710
2022,08,12,금,한화,LG,대전 한화생명 이글스파크,비,32.7,4400
2022,08,11,목,한화,LG,대전 한화생명 이글스파크,비,26.2,0
2022,08,11,목,키움히어로즈,롯데,서울고척스카이돔,비,27.5,4515
2022,08,11,목,삼성,KIA,대구 삼성 라이온즈 파크,비,29.5,0
2022,08,11,목,SSG,KT,인천SSG 랜더스필드,비,25.2,6603
2022,08,11,목,두산,NC,서울 잠실 야구장,비,27.5,2005
2022,08,10,수,두산,NC,서울 잠실 야구장,비,28.8,2672
2022,08,10,수,SSG,KT,인천SSG 랜더스필드,비,25,6523
2022,08,10,수,삼성,KIA,대구 삼성 라이온즈 파크,비,31,7722
2022,08,10,수,키움히어로즈,롯데,서울고척스카이돔,비,28.8,4352
2022,08,10,수,한화,LG,대전 한화생명 이글스파크,비,28.1,0
2022,08,07,일,LG,키움히어로즈,서울 잠실 야구장,비,31.7,10396
2022,08,07,일,SSG,삼성,인천SSG 랜더스필드,흐림,30,15958
2022,08,07,일,롯데,NC,부산 사직 야구장,구름조금,32.3,6360
2022,08,07,일,KT,한화,수원케이티위즈파크,흐림,32.9,8969
2022,08,07,일,KIA,두산,광주-기아 챔피언스 필드,구름많음,34.2,6509
2022,08,06,토,KIA,두산,광주-기아 챔피언스 필드,구름많음,34.1,8652
2022,08,06,토,KT,한화,수원케이티위즈파크,비,32.1,9636
2022,08,06,토,롯데,NC,부산 사직 야구장,맑음,32.4,9584
2022,08,06,토,SSG,삼성,인천SSG 랜더스필드,구름많음,30.1,18640
2022,08,06,토,LG,키움히어로즈,서울 잠실 야구장,비,30.3,11357
2022,08,05,금,LG,키움히어로즈,서울 잠실 야구장,구름많음,32.7,10811
2022,08,05,금,SSG,삼성,인천SSG 랜더스필드,구름많음,30,11962
2022,08,05,금,롯데,NC,부산 사직 야구장,구름조금,33.1,6243
2022,08,05,금,KT,한화,수원케이티위즈파크,비,32.2,6114
2022,08,05,금,KIA,두산,광주-기아 챔피언스 필드,구름많음,32.5,7903
2022,08,04,목,한화,KIA,대전 한화생명 이글스파크,구름조금,34.1,5586
2022,08,04,목,키움히어로즈,SSG,서울고척스카이돔,구름조금,32.9,6064
2022,08,04,목,NC,KT,창원NC파크,비,33,3210
2022,08,04,목,롯데,LG,부산 사직 야구장,구름조금,31.8,5865
2022,08,04,목,두산,삼성,서울 잠실 야구장,구름조금,32.9,7429
2022,08,03,수,두산,삼성,서울 잠실 야구장,비,30,6125
2022,08,03,수,롯데,LG,부산 사직 야구장,비,30.4,6829
2022,08,03,수,NC,KT,창원NC파크,구름많음,34.9,4569
2022,08,03,수,키움히어로즈,SSG,서울고척스카이돔,비,30,7573
2022,08,03,수,한화,KIA,대전 한화생명 이글스파크,구름많음,33.4,5238
2022,08,02,화,두산,삼성,서울 잠실 야구장,비,28.5,0
2022,08,02,화,롯데,LG,부산 사직 야구장,비,29.4,7277
2022,08,02,화,NC,KT,창원NC파크,비,30.2,0
2022,08,02,화,키움히어로즈,SSG,서울고척스카이돔,비,28.5,6941
2022,08,02,화,한화,KIA,대전 한화생명 이글스파크,비,31.7,5151
2022,07,31,일,한화,두산,대전 한화생명 이글스파크,비,27.8,0
2022,07,31,일,KIA,SSG,광주-기아 챔피언스 필드,비,28.5,6408
2022,07,31,일,NC,키움히어로즈,창원NC파크,비,27.7,0
2022,07,31,일,삼성,롯데,대구 삼성 라이온즈 파크,비,29.5,10854
2022,07,31,일,LG,KT,서울 잠실 야구장,비,29,0
2022,07,30,토,LG,KT,서울 잠실 야구장,비,36.1,10589
2022,07,30,토,삼성,롯데,대구 삼성 라이온즈 파크,흐림,30.3,18789
2022,07,30,토,NC,키움히어로즈,창원NC파크,흐림,30.2,7150
2022,07,30,토,KIA,SSG,광주-기아 챔피언스 필드,구름많음,30.5,10836
2022,07,30,토,한화,두산,대전 한화생명 이글스파크,구름많음,32.5,5838
2022,07,29,금,한화,두산,대전 한화생명 이글스파크,맑음,35,3614
2022,07,29,금,KIA,SSG,광주-기아 챔피언스 필드,맑음,34.5,7755
2022,07,29,금,NC,키움히어로즈,창원NC파크,구름조금,34.6,4796
2022,07,29,금,삼성,롯데,대구 삼성 라이온즈 파크,구름조금,33.9,10486
2022,07,29,금,LG,KT,서울 잠실 야구장,구름조금,34.3,9114
2022,07,28,목,두산,롯데,서울 잠실 야구장,구름조금,34.4,9820
2022,07,28,목,SSG,LG,인천SSG 랜더스필드,구름조금,32.4,15059
2022,07,28,목,KT,키움히어로즈,수원케이티위즈파크,비,33.7,4828
2022,07,28,목,KIA,NC,광주-기아 챔피언스 필드,맑음,33.2,6166
2022,07,28,목,삼성,한화,포항야구장,구름많음,25.3,7202
2022,07,27,수,삼성,한화,포항야구장,구름많음,25,6258
2022,07,27,수,KIA,NC,광주-기아 챔피언스 필드,구름조금,31.9,5868
2022,07,27,수,KT,키움히어로즈,수원케이티위즈파크,구름조금,31.6,3126
2022,07,27,수,SSG,LG,인천SSG 랜더스필드,구름많음,31.2,10070
2022,07,27,수,두산,롯데,서울 잠실 야구장,구름조금,33.4,5115
2022,07,26,화,두산,롯데,서울 잠실 야구장,구름조금,33.1,5857
2022,07,26,화,SSG,LG,인천SSG 랜더스필드,구름많음,31.5,11063
2022,07,26,화,KT,키움히어로즈,수원케이티위즈파크,구름조금,33.8,3631
2022,07,26,화,KIA,NC,광주-기아 챔피언스 필드,구름조금,32.1,5994
2022,07,26,화,삼성,한화,포항야구장,구름많음,24.7,5431
2022,07,24,일,한화,KT,대전 한화생명 이글스파크,비,27.4,3420
2022,07,24,일,NC,LG,창원NC파크,비,32.3,4034
2022,07,24,일,롯데,KIA,부산 사직 야구장,비,28.1,10881
2022,07,24,일,두산,SSG,서울 잠실 야구장,비,28.4,6216
2022,07,24,일,키움히어로즈,삼성,서울고척스카이돔,비,28.4,6897
2022,07,23,토,키움히어로즈,삼성,서울고척스카이돔,비,28,7057
2022,07,23,토,두산,SSG,서울 잠실 야구장,비,28,0
2022,07,23,토,롯데,KIA,부산 사직 야구장,비,28.3,15526
2022,07,23,토,NC,LG,창원NC파크,비,28,7934
2022,07,23,토,한화,KT,대전 한화생명 이글스파크,비,29.1,5234
2022,07,22,금,두산,SSG,서울 잠실 야구장,비,27.5,6223
2022,07,22,금,롯데,KIA,부산 사직 야구장,구름조금,29.7,11010
2022,07,22,금,NC,LG,창원NC파크,비,31.5,5924
2022,07,22,금,키움히어로즈,삼성,서울고척스카이돔,비,27.5,4776
2022,07,22,금,한화,KT,대전 한화생명 이글스파크,구름많음,30.5,4010
2022,07,14,목,LG,KIA,서울 잠실 야구장,비,29.9,14590
2022,07,14,목,SSG,키움히어로즈,인천SSG 랜더스필드,비,27.7,12969
2022,07,14,목,롯데,한화,부산 사직 야구장,구름많음,32.1,7653
2022,07,14,목,NC,두산,창원NC파크,흐림,34.3,4659
2022,07,14,목,KT,삼성,수원케이티위즈파크,비,29,4703
2022,07,13,수,KT,삼성,수원케이티위즈파크,비,27.9,0
2022,07,13,수,NC,두산,창원NC파크,비,26.3,2880
2022,07,13,수,롯데,한화,부산 사직 야구장,흐림,26.7,10188
2022,07,13,수,SSG,키움히어로즈,인천SSG 랜더스필드,비,27.2,0
2022,07,13,수,LG,KIA,서울 잠실 야구장,비,27.1,0
2022,07,12,화,LG,KIA,서울 잠실 야구장,흐림,29.4,14517
2022,07,12,화,SSG,키움히어로즈,인천SSG 랜더스필드,흐림,29.2,10985
2022,07,12,화,롯데,한화,부산 사직 야구장,흐림,28.3,22890
2022,07,12,화,NC,두산,창원NC파크,비,30.9,3522
2022,07,12,화,KT,삼성,수원케이티위즈파크,흐림,30.3,3723
2022,07,10,일,키움히어로즈,NC,서울고척스카이돔,구름많음,35.1,4419
2022,07,10,일,두산,LG,서울 잠실 야구장,구름많음,35.1,10980
2022,07,10,일,삼성,SSG,대구 삼성 라이온즈 파크,구름많음,33.4,10126
2022,07,10,일,KT,롯데,수원케이티위즈파크,구름조금,34.8,9656
2022,07,10,일,KIA,한화,광주-기아 챔피언스 필드,구름많음,33.9,8387
2022,07,09,토,KIA,한화,광주-기아 챔피언스 필드,구름많음,31.9,13246
2022,07,09,토,KT,롯데,수원케이티위즈파크,구름많음,31.3,13030
2022,07,09,토,삼성,SSG,대구 삼성 라이온즈 파크,구름조금,33.8,11924
2022,07,09,토,두산,LG,서울 잠실 야구장,비,30.9,16032
2022,07,09,토,키움히어로즈,NC,서울고척스카이돔,비,30.9,4459
2022,07,08,금,두산,LG,서울 잠실 야구장,비,27.9,9875
2022,07,08,금,삼성,SSG,대구 삼성 라이온즈 파크,비,33.6,5359
2022,07,08,금,KT,롯데,수원케이티위즈파크,비,30.2,5218
2022,07,08,금,KIA,한화,광주-기아 챔피언스 필드,비,30,7732
2022,07,08,금,키움히어로즈,NC,서울고척스카이돔,비,27.9,2500
2022,07,07,목,한화,NC,대전 한화생명 이글스파크,비,34.1,3111
2022,07,07,목,KIA,KT,광주-기아 챔피언스 필드,비,33,0
2022,07,07,목,삼성,LG,대구 삼성 라이온즈 파크,흐림,35.3,4989
2022,07,07,목,SSG,롯데,인천SSG 랜더스필드,비,30,5866
2022,07,07,목,두산,키움히어로즈,서울 잠실 야구장,흐림,31,3781
2022,07,06,수,두산,키움히어로즈,서울 잠실 야구장,비,33.3,2930
2022,07,06,수,SSG,롯데,인천SSG 랜더스필드,구름많음,33.2,6859
2022,07,06,수,삼성,LG,대구 삼성 라이온즈 파크,비,33.8,4673
2022,07,06,수,KIA,KT,광주-기아 챔피언스 필드,구름많음,34.5,6269
2022,07,06,수,한화,NC,대전 한화생명 이글스파크,흐림,35.4,2726
2022,07,05,화,두산,키움히어로즈,서울 잠실 야구장,구름많음,33.1,4265
2022,07,05,화,SSG,롯데,인천SSG 랜더스필드,구름조금,31.1,7773
2022,07,05,화,삼성,LG,대구 삼성 라이온즈 파크,흐림,33,4683
2022,07,05,화,KIA,KT,광주-기아 챔피언스 필드,비,32,0
2022,07,05,화,한화,NC,대전 한화생명 이글스파크,구름많음,33.7,2632
2022,07,03,일,KT,두산,수원케이티위즈파크,구름조금,34.3,5749
2022,07,03,일,NC,삼성,창원NC파크,흐림,34.4,4725
2022,07,03,일,SSG,KIA,인천SSG 랜더스필드,구름조금,31.3,18666
2022,07,03,일,LG,롯데,서울 잠실 야구장,구름조금,34.2,23750
2022,07,03,일,키움히어로즈,한화,서울고척스카이돔,구름조금,34.2,5952
2022,07,02,토,키움히어로즈,한화,서울고척스카이돔,구름조금,33.8,6692
2022,07,02,토,LG,롯데,서울 잠실 야구장,구름조금,33.8,18750
2022,07,02,토,SSG,KIA,인천SSG 랜더스필드,구름조금,30.6,23000
2022,07,02,토,NC,삼성,창원NC파크,구름조금,34.8,9063
2022,07,02,토,KT,두산,수원케이티위즈파크,구름조금,33.7,10065
2022,07,01,금,키움히어로즈,한화,서울고척스카이돔,구름많음,30.9,3238
2022,07,01,금,KT,두산,수원케이티위즈파크,비,31.4,4781
2022,07,01,금,NC,삼성,창원NC파크,맑음,33.7,0
2022,07,01,금,SSG,KIA,인천SSG 랜더스필드,구름조금,28.1,14099
2022,07,01,금,LG,롯데,서울 잠실 야구장,구름많음,30.9,12224
