,code,원정팀,홈팀,A,B,승리팀,승리팀구분,date,week,평균기온,일강수량,풍속,습도,경기장,지점명,year
1183,20220701두K,두산,KT,7.0,11.0,KT,Home,20220701,금,27.3,5.4,1.7,79.3,수원케이티위즈파크,수원,2022
1184,20220701한키,한화,키움,5.0,7.0,키움,Home,20220701,금,26.6,0.0,2.1,83.3,서울고척스카이돔,서울,2022
1185,20220702한키,한화,키움,0.0,3.0,키움,Home,20220702,토,28.8,0.0,1.7,72.8,서울고척스카이돔,서울,2022
1186,20220702롯L,롯데,LG,8.0,1.0,롯데,Away,20220702,토,28.8,0.0,1.7,72.8,서울 잠실 야구장,서울,2022
1187,20220702기S,기아,SK,1.0,2.0,SK,Home,20220702,토,26.5,0.0,2.0,80.8,인천SSG 랜더스필드,인천,2022
1188,20220702삼N,삼성,NC,1.0,17.0,NC,Home,20220702,토,27.4,0.0,1.1,68.9,창원NC파크,창원,2022
1189,20220702두K,두산,KT,3.0,8.0,KT,Home,20220702,토,27.9,0.0,1.3,68.8,수원케이티위즈파크,수원,2022
1190,20220703한키,한화,키움,1.0,2.0,키움,Home,20220703,일,29.3,0.0,1.7,68.6,서울고척스카이돔,서울,2022
1191,20220703롯L,롯데,LG,1.0,4.0,LG,Home,20220703,일,29.3,0.0,1.7,68.6,서울 잠실 야구장,서울,2022
1192,20220703기S,기아,SK,2.0,3.0,SK,Home,20220703,일,27.1,0.0,2.1,72.6,인천SSG 랜더스필드,인천,2022
1193,20220703삼N,삼성,NC,6.0,11.0,NC,Home,20220703,일,27.9,0.0,1.2,67.6,창원NC파크,창원,2022
1194,20220703두K,두산,KT,0.0,6.0,KT,Home,20220703,일,28.5,0.0,1.4,60.0,수원케이티위즈파크,수원,2022
1195,20220705키두,키움,두산,4.0,3.0,키움,Away,20220705,화,29.2,0.0,1.7,73.8,서울 잠실 야구장,서울,2022
1196,20220705롯S,롯데,SK,3.0,4.0,SK,Home,20220705,화,27.3,0.0,2.1,74.8,인천SSG 랜더스필드,인천,2022
1197,20220705L삼,LG,삼성,4.0,1.0,LG,Away,20220705,화,28.8,0.0,1.8,72.1,대구 삼성 라이온즈 파크,대구,2022
1198,20220705K기,KT,기아,,,우천취소,Away,20220705,화,27.4,7.3,0.8,93.1,광주-기아 챔피언스 필드,광주,2022
1199,20220705N한,NC,한화,1.0,0.0,NC,Away,20220705,화,28.2,0.0,1.3,77.3,대전 한화생명 이글스파크,대전,2022
1200,20220706키두,키움,두산,2.0,5.0,두산,Home,20220706,수,29.5,16.1,2.1,76.0,서울 잠실 야구장,서울,2022
1201,20220706롯S,롯데,SK,12.0,5.0,롯데,Away,20220706,수,29.0,0.0,2.0,72.5,인천SSG 랜더스필드,인천,2022
1202,20220706L삼,LG,삼성,10.0,9.0,LG,Away,20220706,수,28.5,2.9,2.3,81.4,대구 삼성 라이온즈 파크,대구,2022
1203,20220706K기,KT,기아,8.0,1.0,KT,Away,20220706,수,29.1,0.0,1.9,84.0,광주-기아 챔피언스 필드,광주,2022
1204,20220706N한,NC,한화,4.0,3.0,NC,Away,20220706,수,30.1,0.0,2.1,69.3,대전 한화생명 이글스파크,대전,2022
1205,20220707키두,키움,두산,2.0,4.0,두산,Home,20220707,목,28.2,0.0,2.8,82.3,서울 잠실 야구장,서울,2022
1206,20220707롯S,롯데,SK,1.0,8.0,SK,Home,20220707,목,27.6,0.5,4.3,78.5,인천SSG 랜더스필드,인천,2022
1207,20220707L삼,LG,삼성,11.0,9.0,LG,Away,20220707,목,29.7,0.0,2.2,74.3,대구 삼성 라이온즈 파크,대구,2022
1208,20220707K기,KT,기아,,,우천취소,Away,20220707,목,28.8,4.9,2.7,88.1,광주-기아 챔피언스 필드,광주,2022
1209,20220707N한,NC,한화,11.0,12.0,한화,Home,20220707,목,29.5,3.2,3.0,67.6,대전 한화생명 이글스파크,대전,2022
1210,20220708L두,LG,두산,11.0,4.0,LG,Away,20220708,금,25.8,1.7,2.9,84.4,서울 잠실 야구장,서울,2022
1211,20220708S삼,SK,삼성,9.0,8.0,SK,Away,20220708,금,28.5,17.2,1.3,84.6,대구 삼성 라이온즈 파크,대구,2022
1212,20220708롯K,롯데,KT,3.0,6.0,KT,Home,20220708,금,26.6,0.2,2.5,82.6,수원케이티위즈파크,수원,2022
1213,20220708한기,한화,기아,3.0,5.0,기아,Home,20220708,금,26.6,4.8,1.3,96.5,광주-기아 챔피언스 필드,광주,2022
1214,20220708N키,NC,키움,2.0,3.0,키움,Home,20220708,금,25.8,1.7,2.9,84.4,서울고척스카이돔,서울,2022
1215,20220709N키,NC,키움,1.0,10.0,키움,Home,20220709,토,26.9,0.1,1.7,82.1,서울고척스카이돔,서울,2022
1216,20220709L두,LG,두산,8.0,6.0,LG,Away,20220709,토,26.9,0.1,1.7,82.1,서울 잠실 야구장,서울,2022
1217,20220709S삼,SK,삼성,13.0,10.0,SK,Away,20220709,토,28.7,0.0,2.3,71.3,대구 삼성 라이온즈 파크,대구,2022
1218,20220709롯K,롯데,KT,1.0,3.0,KT,Home,20220709,토,26.2,0.0,1.8,83.8,수원케이티위즈파크,수원,2022
1219,20220709한기,한화,기아,5.0,6.0,기아,Home,20220709,토,27.0,0.0,1.0,88.1,광주-기아 챔피언스 필드,광주,2022
1220,20220710N키,NC,키움,0.0,2.0,키움,Home,20220710,일,29.2,0.0,1.7,68.0,서울고척스카이돔,서울,2022
1221,20220710L두,LG,두산,9.0,0.0,LG,Away,20220710,일,29.2,0.0,1.7,68.0,서울 잠실 야구장,서울,2022
1222,20220710S삼,SK,삼성,7.0,2.0,SK,Away,20220710,일,28.1,0.0,2.7,76.5,대구 삼성 라이온즈 파크,대구,2022
1223,20220710롯K,롯데,KT,9.0,1.0,롯데,Away,20220710,일,28.3,0.0,1.2,71.5,수원케이티위즈파크,수원,2022
1224,20220710한기,한화,기아,3.0,6.0,기아,Home,20220710,일,28.2,0.0,1.5,85.5,광주-기아 챔피언스 필드,광주,2022
1225,20220712기L,기아,LG,7.0,1.0,기아,Away,20220712,화,26.8,0.0,2.2,73.1,서울 잠실 야구장,서울,2022
1226,20220712키S,키움,SK,3.0,7.0,SK,Home,20220712,화,26.7,0.0,2.2,72.1,인천SSG 랜더스필드,인천,2022
1227,20220712한롯,한화,롯데,2.0,3.0,롯데,Home,20220712,화,25.1,0.0,2.6,80.0,부산 사직 야구장,부산,2022
1228,20220712두N,두산,NC,11.0,7.0,두산,Away,20220712,화,25.3,0.0,1.3,80.1,창원NC파크,창원,2022
1229,20220712삼K,삼성,KT,3.0,4.0,KT,Home,20220712,화,27.5,0.0,1.8,73.0,수원케이티위즈파크,수원,2022
1230,20220713기L,기아,LG,,,우천취소,Away,20220713,수,25.0,114.5,1.8,93.9,서울 잠실 야구장,서울,2022
1231,20220713키S,키움,SK,,,우천취소,Away,20220713,수,24.4,168.0,3.6,93.4,인천SSG 랜더스필드,인천,2022
1232,20220713한롯,한화,롯데,0.0,2.0,롯데,Home,20220713,수,24.5,0.0,2.0,84.6,부산 사직 야구장,부산,2022
1233,20220713두N,두산,NC,1.0,4.0,NC,Home,20220713,수,24.2,0.0,1.5,79.1,창원NC파크,창원,2022
1234,20220713삼K,삼성,KT,,,우천취소,Away,20220713,수,24.9,139.1,2.4,96.3,수원케이티위즈파크,수원,2022
1235,20220714기L,기아,LG,2.0,6.0,LG,Home,20220714,목,25.7,0.9,2.3,84.6,서울 잠실 야구장,서울,2022
1236,20220714키S,키움,SK,1.0,4.0,SK,Home,20220714,목,24.0,0.5,2.8,87.9,인천SSG 랜더스필드,인천,2022
1237,20220714한롯,한화,롯데,7.0,10.0,롯데,Home,20220714,목,26.8,0.0,3.5,85.3,부산 사직 야구장,부산,2022
1238,20220714두N,두산,NC,11.0,3.0,두산,Away,20220714,목,28.1,0.1,1.3,78.4,창원NC파크,창원,2022
1239,20220714삼K,삼성,KT,0.0,1.0,KT,Home,20220714,목,24.9,0.8,2.1,90.4,수원케이티위즈파크,수원,2022
1240,20220722S두,SK,두산,1.0,0.0,SK,Away,20220722,금,25.1,5.2,1.9,81.5,서울 잠실 야구장,서울,2022
1241,20220722기롯,기아,롯데,5.0,2.0,기아,Away,20220722,금,25.1,0.0,2.5,76.6,부산 사직 야구장,부산,2022
1242,20220722LN,LG,NC,4.0,5.0,NC,Home,20220722,금,25.9,0.0,1.3,66.0,창원NC파크,창원,2022
1243,20220722삼키,삼성,키움,2.0,3.0,키움,Home,20220722,금,25.1,5.2,1.9,81.5,서울고척스카이돔,서울,2022
1244,20220722K한,KT,한화,0.0,8.0,한화,Home,20220722,금,25.7,0.0,1.6,69.8,대전 한화생명 이글스파크,대전,2022
1245,20220723삼키,삼성,키움,0.0,6.0,키움,Home,20220723,토,24.8,9.9,2.0,83.6,서울고척스카이돔,서울,2022
1246,20220723S두,SK,두산,,,우천취소,Away,20220723,토,24.8,9.9,2.0,83.6,서울 잠실 야구장,서울,2022
1247,20220723기롯,기아,롯데,9.0,3.0,기아,Away,20220723,토,24.6,0.2,1.8,84.8,부산 사직 야구장,부산,2022
1248,20220723LN,LG,NC,11.0,5.0,LG,Away,20220723,토,24.2,1.8,1.3,78.9,창원NC파크,창원,2022
1249,20220723K한,KT,한화,5.0,3.0,KT,Away,20220723,토,24.8,17.6,1.7,77.6,대전 한화생명 이글스파크,대전,2022
1250,20220724삼키,삼성,키움,8.0,0.0,삼성,Away,20220724,일,25.0,1.2,2.1,86.9,서울고척스카이돔,서울,2022
1251,20220724S두,SK,두산,5.0,4.0,SK,Away,20220724,일,25.0,1.2,2.1,86.9,서울 잠실 야구장,서울,2022
1252,20220724기롯,기아,롯데,23.0,0.0,기아,Away,20220724,일,25.1,23.4,3.6,89.8,부산 사직 야구장,부산,2022
1253,20220724LN,LG,NC,1.0,6.0,NC,Home,20220724,일,26.0,27.3,1.4,81.9,창원NC파크,창원,2022
1254,20220724K한,KT,한화,3.0,1.0,KT,Away,20220724,일,24.7,2.3,1.6,86.9,대전 한화생명 이글스파크,대전,2022
1255,20220726롯두,롯데,두산,1.0,6.0,두산,Home,20220726,화,28.9,0.0,1.8,72.5,서울 잠실 야구장,서울,2022
1256,20220726LS,LG,SK,9.0,0.0,LG,Away,20220726,화,27.5,0.0,1.9,74.6,인천SSG 랜더스필드,인천,2022
1257,20220726키K,키움,KT,8.0,7.0,키움,Away,20220726,화,28.3,0.0,1.4,75.1,수원케이티위즈파크,수원,2022
1258,20220726N기,NC,기아,9.0,1.0,NC,Away,20220726,화,27.3,0.0,1.3,86.6,광주-기아 챔피언스 필드,광주,2022
1259,20220726한삼,한화,삼성,4.0,2.0,한화,Away,20220726,화,24.7,0.0,2.1,87.4,포항야구장,포항,2022
1260,20220727롯두,롯데,두산,5.0,6.0,두산,Home,20220727,수,29.3,0.0,2.0,66.3,서울 잠실 야구장,서울,2022
1261,20220727LS,LG,SK,3.0,6.0,SK,Home,20220727,수,27.8,0.0,2.2,72.6,인천SSG 랜더스필드,인천,2022
1262,20220727키K,키움,KT,4.0,5.0,KT,Home,20220727,수,28.0,0.0,2.0,71.9,수원케이티위즈파크,수원,2022
1263,20220727N기,NC,기아,5.0,9.0,기아,Home,20220727,수,27.3,0.0,1.6,80.0,광주-기아 챔피언스 필드,광주,2022
1264,20220727한삼,한화,삼성,10.0,11.0,삼성,Home,20220727,수,25.0,0.0,2.5,87.8,포항야구장,포항,2022
1265,20220728롯두,롯데,두산,5.0,8.0,두산,Home,20220728,목,29.7,0.0,2.4,63.8,서울 잠실 야구장,서울,2022
1266,20220728LS,LG,SK,4.0,5.0,SK,Home,20220728,목,28.4,0.0,2.5,64.5,인천SSG 랜더스필드,인천,2022
1267,20220728키K,키움,KT,2.0,8.0,KT,Home,20220728,목,28.7,0.3,2.6,69.0,수원케이티위즈파크,수원,2022
1268,20220728N기,NC,기아,6.0,2.0,NC,Away,20220728,목,28.5,0.0,1.5,79.3,광주-기아 챔피언스 필드,광주,2022
1269,20220728한삼,한화,삼성,3.0,3.0,무승부,Away,20220728,목,25.3,0.0,2.3,90.3,포항야구장,포항,2022
1270,20220729KL,KT,LG,5.0,4.0,KT,Away,20220729,금,30.7,0.0,2.2,68.1,서울 잠실 야구장,서울,2022
1271,20220729롯삼,롯데,삼성,7.0,8.0,삼성,Home,20220729,금,28.7,0.0,3.3,77.8,대구 삼성 라이온즈 파크,대구,2022
1272,20220729키N,키움,NC,3.0,5.0,NC,Home,20220729,금,29.4,0.0,1.3,69.3,창원NC파크,창원,2022
1273,20220729S기,SK,기아,2.0,11.0,기아,Home,20220729,금,30.3,0.0,1.4,76.1,광주-기아 챔피언스 필드,광주,2022
1274,20220729두한,두산,한화,7.0,3.0,두산,Away,20220729,금,30.3,0.0,2.8,65.3,대전 한화생명 이글스파크,대전,2022
1275,20220730KL,KT,LG,7.0,8.0,LG,Home,20220730,토,30.9,1.0,2.6,68.4,서울 잠실 야구장,서울,2022
1276,20220730롯삼,롯데,삼성,9.0,8.0,롯데,Away,20220730,토,27.8,0.0,4.0,83.9,대구 삼성 라이온즈 파크,대구,2022
1277,20220730키N,키움,NC,3.0,3.0,무승부,Away,20220730,토,28.3,2.6,2.0,71.1,창원NC파크,창원,2022
1278,20220730S기,SK,기아,7.0,5.0,SK,Away,20220730,토,28.5,0.0,1.8,84.1,광주-기아 챔피언스 필드,광주,2022
1279,20220730두한,두산,한화,1.0,11.0,한화,Home,20220730,토,28.8,0.0,3.6,67.8,대전 한화생명 이글스파크,대전,2022
1280,20220731KL,KT,LG,,,우천취소,Away,20220731,일,27.2,47.2,2.5,85.8,서울 잠실 야구장,서울,2022
1281,20220731롯삼,롯데,삼성,5.0,5.0,무승부,Away,20220731,일,27.1,2.7,2.5,92.0,대구 삼성 라이온즈 파크,대구,2022
1282,20220731키N,키움,NC,,,우천취소,Away,20220731,일,26.5,18.4,1.8,86.4,창원NC파크,창원,2022
1283,20220731S기,SK,기아,3.0,2.0,SK,Away,20220731,일,26.4,26.4,2.1,97.8,광주-기아 챔피언스 필드,광주,2022
1284,20220731두한,두산,한화,,,우천취소,Away,20220731,일,25.9,25.6,2.0,87.6,대전 한화생명 이글스파크,대전,2022
1285,20220802삼두,삼성,두산,,,우천취소,Away,20220802,화,26.8,33.5,2.8,90.0,서울 잠실 야구장,서울,2022
1286,20220802L롯,LG,롯데,3.0,4.0,롯데,Home,20220802,화,27.1,3.7,7.2,93.4,부산 사직 야구장,부산,2022
1287,20220802KN,KT,NC,,,우천취소,Away,20220802,화,27.2,38.5,2.5,85.8,창원NC파크,창원,2022
1288,20220802S키,SK,키움,7.0,5.0,SK,Away,20220802,화,26.8,33.5,2.8,90.0,서울고척스카이돔,서울,2022
1289,20220802기한,기아,한화,4.0,5.0,한화,Home,20220802,화,27.9,1.1,2.3,78.9,대전 한화생명 이글스파크,대전,2022
1290,20220803삼두,삼성,두산,1.0,3.0,두산,Home,20220803,수,27.1,51.1,2.8,90.1,서울 잠실 야구장,서울,2022
1291,20220803L롯,LG,롯데,4.0,1.0,LG,Away,20220803,수,27.7,1.3,4.8,88.1,부산 사직 야구장,부산,2022
1292,20220803KN,KT,NC,15.0,2.0,KT,Away,20220803,수,28.3,1.5,1.5,81.1,창원NC파크,창원,2022
1293,20220803S키,SK,키움,2.0,3.0,키움,Home,20220803,수,27.1,51.1,2.8,90.1,서울고척스카이돔,서울,2022
1294,20220803기한,기아,한화,6.0,3.0,기아,Away,20220803,수,29.3,0.0,2.1,72.8,대전 한화생명 이글스파크,대전,2022
1295,20220804삼두,삼성,두산,9.0,2.0,삼성,Away,20220804,목,28.9,0.0,2.5,79.3,서울 잠실 야구장,서울,2022
1296,20220804L롯,LG,롯데,12.0,2.0,LG,Away,20220804,목,28.7,0.0,4.0,83.1,부산 사직 야구장,부산,2022
1297,20220804KN,KT,NC,3.0,4.0,NC,Home,20220804,목,28.6,0.0,1.0,80.6,창원NC파크,창원,2022
1298,20220804S키,SK,키움,6.0,5.0,SK,Away,20220804,목,28.9,0.0,2.5,79.3,서울고척스카이돔,서울,2022
1299,20220804기한,기아,한화,1.0,4.0,한화,Home,20220804,목,29.2,0.0,1.7,74.5,대전 한화생명 이글스파크,대전,2022
1300,20220805키L,키움,LG,8.0,7.0,키움,Away,20220805,금,29.4,0.0,2.6,76.6,서울 잠실 야구장,서울,2022
1301,20220805삼S,삼성,SK,3.0,1.0,삼성,Away,20220805,금,27.8,0.0,2.8,87.0,인천SSG 랜더스필드,인천,2022
1302,20220805N롯,NC,롯데,2.0,7.0,롯데,Home,20220805,금,29.0,0.0,4.1,81.6,부산 사직 야구장,부산,2022
1303,20220805한K,한화,KT,1.0,5.0,KT,Home,20220805,금,28.7,0.4,1.9,86.6,수원케이티위즈파크,수원,2022
1304,20220805두기,두산,기아,5.0,3.0,두산,Away,20220805,금,29.0,0.0,2.0,93.3,광주-기아 챔피언스 필드,광주,2022
1305,20220806키L,키움,LG,3.0,12.0,LG,Home,20220806,토,28.7,13.6,1.7,85.3,서울 잠실 야구장,서울,2022
1306,20220806삼S,삼성,SK,6.0,7.0,SK,Home,20220806,토,27.7,0.0,2.3,88.4,인천SSG 랜더스필드,인천,2022
1307,20220806N롯,NC,롯데,10.0,1.0,NC,Away,20220806,토,29.2,0.0,3.6,82.8,부산 사직 야구장,부산,2022
1308,20220806한K,한화,KT,2.0,4.0,KT,Home,20220806,토,28.5,6.9,1.2,90.1,수원케이티위즈파크,수원,2022
1309,20220806두기,두산,기아,7.0,4.0,두산,Away,20220806,토,29.9,0.0,1.8,91.4,광주-기아 챔피언스 필드,광주,2022
1310,20220807키L,키움,LG,0.0,5.0,LG,Home,20220807,일,28.9,0.9,2.4,82.1,서울 잠실 야구장,서울,2022
1311,20220807삼S,삼성,SK,6.0,7.0,SK,Home,20220807,일,28.1,0.0,3.8,85.6,인천SSG 랜더스필드,인천,2022
1312,20220807N롯,NC,롯데,14.0,0.0,NC,Away,20220807,일,29.0,0.0,4.8,84.4,부산 사직 야구장,부산,2022
1313,20220807한K,한화,KT,6.0,5.0,한화,Away,20220807,일,29.2,0.0,2.2,83.5,수원케이티위즈파크,수원,2022
1314,20220807두기,두산,기아,4.0,5.0,기아,Home,20220807,일,29.9,0.0,2.4,89.0,광주-기아 챔피언스 필드,광주,2022
1315,20220810N두,NC,두산,11.0,0.0,NC,Away,20220810,수,24.7,7.6,1.6,85.3,서울 잠실 야구장,서울,2022
1316,20220810KS,KT,SK,2.0,4.0,SK,Home,20220810,수,22.7,6.3,2.0,90.6,인천SSG 랜더스필드,인천,2022
1317,20220810기삼,기아,삼성,2.0,3.0,삼성,Home,20220810,수,28.2,0.3,1.2,80.1,대구 삼성 라이온즈 파크,대구,2022
1318,20220810롯키,롯데,키움,4.0,3.0,롯데,Away,20220810,수,24.7,7.6,1.6,85.3,서울고척스카이돔,서울,2022
1319,20220810L한,LG,한화,,,우천취소,Away,20220810,수,25.3,192.9,2.2,92.3,대전 한화생명 이글스파크,대전,2022
1320,20220811N두,NC,두산,3.0,2.0,NC,Away,20220811,목,25.0,38.8,1.6,87.9,서울 잠실 야구장,서울,2022
1321,20220811KS,KT,SK,2.0,4.0,SK,Home,20220811,목,23.5,19.4,1.9,90.8,인천SSG 랜더스필드,인천,2022
1322,20220811기삼,기아,삼성,,,우천취소,Away,20220811,목,26.5,4.1,0.9,90.9,대구 삼성 라이온즈 파크,대구,2022
1323,20220811롯키,롯데,키움,3.0,0.0,롯데,Away,20220811,목,25.0,38.8,1.6,87.9,서울고척스카이돔,서울,2022
1324,20220811L한,LG,한화,,,우천취소,Away,20220811,목,24.4,58.2,2.3,93.6,대전 한화생명 이글스파크,대전,2022
1325,20220812N두,NC,두산,1.0,7.0,두산,Home,20220812,금,27.0,0.0,1.7,73.8,서울 잠실 야구장,서울,2022
1326,20220812KS,KT,SK,9.0,5.0,KT,Away,20220812,금,25.1,0.0,1.8,81.8,인천SSG 랜더스필드,인천,2022
1327,20220812기삼,기아,삼성,6.0,7.0,삼성,Home,20220812,금,29.7,3.2,1.6,77.1,대구 삼성 라이온즈 파크,대구,2022
1328,20220812롯키,롯데,키움,4.0,1.0,롯데,Away,20220812,금,27.0,0.0,1.7,73.8,서울고척스카이돔,서울,2022
1329,20220812L한,LG,한화,6.0,5.0,LG,Away,20220812,금,27.3,0.1,1.2,78.1,대전 한화생명 이글스파크,대전,2022
1330,20220813S두,SK,두산,8.0,2.0,SK,Away,20220813,토,25.8,4.0,1.3,82.8,서울 잠실 야구장,서울,2022
1331,20220813LN,LG,NC,,,우천취소,Away,20220813,토,27.9,0.4,1.2,83.5,창원NC파크,창원,2022
1332,20220813삼K,삼성,KT,1.0,8.0,KT,Home,20220813,토,25.4,6.9,1.3,90.6,수원케이티위즈파크,수원,2022
1333,20220813롯기,롯데,기아,0.0,9.0,기아,Home,20220813,토,27.9,0.1,1.7,95.6,광주-기아 챔피언스 필드,광주,2022
1334,20220813키한,키움,한화,8.0,6.0,키움,Away,20220813,토,26.0,24.0,1.3,84.9,대전 한화생명 이글스파크,대전,2022
1335,20220814S두,SK,두산,5.0,4.0,SK,Away,20220814,일,27.6,3.0,1.9,83.0,서울 잠실 야구장,서울,2022
1336,20220814LN,LG,NC,2.0,6.0,NC,Home,20220814,일,29.4,0.0,1.3,74.8,창원NC파크,창원,2022
1337,20220814삼K,삼성,KT,2.0,3.0,KT,Home,20220814,일,27.1,31.5,1.3,93.7,수원케이티위즈파크,수원,2022
1338,20220814롯기,롯데,기아,5.0,1.0,롯데,Away,20220814,일,29.4,0.0,3.1,89.1,광주-기아 챔피언스 필드,광주,2022
1339,20220814키한,키움,한화,12.0,8.0,키움,Away,20220814,일,26.7,6.5,1.6,86.5,대전 한화생명 이글스파크,대전,2022
1340,20220816삼L,삼성,LG,3.0,6.0,LG,Home,20220816,화,26.7,0.0,2.6,75.4,서울 잠실 야구장,서울,2022
1341,20220816두롯,두산,롯데,,,우천취소,Away,20220816,화,26.1,52.6,3.9,90.4,부산 사직 야구장,부산,2022
1342,20220816한N,한화,NC,,,우천취소,Away,20220816,화,26.3,47.3,0.9,84.6,창원NC파크,창원,2022
1343,20220816키K,키움,KT,4.0,5.0,KT,Home,20220816,화,26.2,0.0,2.1,80.5,수원케이티위즈파크,수원,2022
1344,20220816S기,SK,기아,,,우천취소,Away,20220816,화,26.5,17.0,1.9,98.9,광주-기아 챔피언스 필드,광주,2022
1345,20220817삼L,삼성,LG,7.0,11.0,LG,Home,20220817,수,26.0,0.0,2.0,76.6,서울 잠실 야구장,서울,2022
1346,20220817두롯,두산,롯데,6.0,8.0,롯데,Home,20220817,수,22.9,23.4,1.7,94.6,부산 사직 야구장,부산,2022
1347,20220817한N,한화,NC,4.0,6.0,NC,Home,20220817,수,23.7,4.9,0.7,90.6,창원NC파크,창원,2022
1348,20220817키K,키움,KT,2.0,3.0,KT,Home,20220817,수,25.3,0.0,1.4,81.9,수원케이티위즈파크,수원,2022
1349,20220817S기,SK,기아,3.0,4.0,기아,Home,20220817,수,26.0,0.1,0.6,94.0,광주-기아 챔피언스 필드,광주,2022
1350,20220818키두,키움,두산,2.0,10.0,두산,Home,20220818,목,25.6,0.0,1.9,75.8,서울 잠실 야구장,서울,2022
1351,20220818LS,LG,SK,8.0,4.0,LG,Away,20220818,목,25.0,0.0,2.3,76.5,인천SSG 랜더스필드,인천,2022
1352,20220818K롯,KT,롯데,0.0,1.0,롯데,Home,20220818,목,24.8,0.0,2.3,85.3,부산 사직 야구장,부산,2022
1353,20220818N기,NC,기아,14.0,8.0,NC,Away,20220818,목,26.1,0.0,0.9,83.0,광주-기아 챔피언스 필드,광주,2022
1354,20220818삼한,삼성,한화,7.0,4.0,삼성,Away,20220818,목,25.1,0.0,1.1,75.8,대전 한화생명 이글스파크,대전,2022
1355,20220819키두,키움,두산,,,우천취소,Away,20220819,금,26.0,66.1,2.3,86.1,서울 잠실 야구장,서울,2022
1356,20220819LS,LG,SK,,,우천취소,Away,20220819,금,25.7,11.3,3.9,86.4,인천SSG 랜더스필드,인천,2022
1357,20220819K롯,KT,롯데,4.0,3.0,KT,Away,20220819,금,26.6,0.0,4.3,82.4,부산 사직 야구장,부산,2022
1358,20220819N기,NC,기아,9.0,12.0,기아,Home,20220819,금,27.4,0.0,2.1,92.9,광주-기아 챔피언스 필드,광주,2022
1359,20220819삼한,삼성,한화,9.0,5.0,삼성,Away,20220819,금,26.4,0.0,2.0,79.6,대전 한화생명 이글스파크,대전,2022
1360,20220820S키,SK,키움,14.0,7.0,SK,Away,20220820,토,28.2,0.0,2.4,80.0,서울고척스카이돔,서울,2022
1361,20220820두L,두산,LG,1.0,6.0,LG,Home,20220820,토,28.2,0.0,2.4,80.0,서울 잠실 야구장,서울,2022
1362,20220820한롯,한화,롯데,5.0,3.0,한화,Away,20220820,토,25.6,29.2,3.1,94.3,부산 사직 야구장,부산,2022
1363,20220820N삼,NC,삼성,,,우천취소,Away,20220820,토,26.4,10.3,1.6,95.1,대구 삼성 라이온즈 파크,대구,2022
1364,20220820기K,기아,KT,5.0,2.0,기아,Away,20220820,토,27.3,0.0,2.1,84.5,수원케이티위즈파크,수원,2022
1365,20220821S키,SK,키움,6.0,1.0,SK,Away,20220821,일,28.1,0.0,1.7,75.3,서울고척스카이돔,서울,2022
1366,20220821두L,두산,LG,4.0,2.0,두산,Away,20220821,일,28.1,0.0,1.7,75.3,서울 잠실 야구장,서울,2022
1367,20220821한롯,한화,롯데,1.0,8.0,롯데,Home,20220821,일,26.0,0.0,2.7,70.5,부산 사직 야구장,부산,2022
1368,20220821N삼,NC,삼성,6.0,2.0,NC,Away,20220821,일,26.0,0.0,3.2,75.3,대구 삼성 라이온즈 파크,대구,2022
1369,20220821기K,기아,KT,3.0,11.0,KT,Home,20220821,일,27.4,0.0,1.3,80.9,수원케이티위즈파크,수원,2022
1370,20220823K두,KT,두산,2.0,1.0,KT,Away,20220823,화,25.4,2.2,2.0,75.0,서울 잠실 야구장,서울,2022
1371,20220823삼S,삼성,SK,3.0,7.0,SK,Home,20220823,화,24.4,2.8,2.8,72.3,인천SSG 랜더스필드,인천,2022
1372,20220823롯N,롯데,NC,9.0,3.0,롯데,Away,20220823,화,25.6,2.3,0.6,79.6,창원NC파크,창원,2022
1373,20220823기키,기아,키움,12.0,3.0,기아,Away,20220823,화,25.4,2.2,2.0,75.0,서울고척스카이돔,서울,2022
1374,20220823L한,LG,한화,4.0,6.0,한화,Home,20220823,화,23.8,30.2,1.0,89.9,대전 한화생명 이글스파크,대전,2022
1375,20220824K두,KT,두산,5.0,1.0,KT,Away,20220824,수,24.8,0.0,2.5,66.9,서울 잠실 야구장,서울,2022
1376,20220824삼S,삼성,SK,2.0,4.0,SK,Home,20220824,수,24.5,0.0,2.6,65.9,인천SSG 랜더스필드,인천,2022
1377,20220824롯N,롯데,NC,2.0,1.0,롯데,Away,20220824,수,22.2,56.4,1.0,85.0,창원NC파크,창원,2022
1378,20220824기키,기아,키움,10.0,11.0,키움,Home,20220824,수,24.8,0.0,2.5,66.9,서울고척스카이돔,서울,2022
1379,20220824L한,LG,한화,9.0,2.0,LG,Away,20220824,수,22.7,0.2,3.0,77.9,대전 한화생명 이글스파크,대전,2022
1380,20220825기L,기아,LG,1.0,0.0,기아,Away,20220825,목,22.2,1.6,1.8,78.0,서울 잠실 야구장,서울,2022
1381,20220825삼롯,삼성,롯데,9.0,5.0,삼성,Away,20220825,목,24.5,0.0,3.0,75.6,부산 사직 야구장,부산,2022
1382,20220825키N,키움,NC,10.0,9.0,키움,Away,20220825,목,24.1,0.0,0.8,74.6,창원NC파크,창원,2022
1383,20220825SK,SK,KT,4.0,5.0,KT,Home,20220825,목,22.1,0.4,1.0,80.1,수원케이티위즈파크,수원,2022
