,code,원정팀,홈팀,A,B,승리팀,승리팀구분,date,week,평균기온,일강수량,풍속,습도,경기장,지점명,year
200,20210514두S,두산,SK,6.0,3.0,두산,Away,20210514,금,21.1,0.0,1.7,64.8,인천SSG 랜더스필드,인천,2021
201,20210514K롯,KT,롯데,9.0,1.0,KT,Away,20210514,금,19.4,0.0,1.6,73.9,부산 사직 야구장,부산,2021
202,20210514한키,한화,키움,6.0,1.0,한화,Away,20210514,금,24.1,0.0,1.7,60.3,서울고척스카이돔,서울,2021
203,20210514기N,기아,NC,2.0,5.0,NC,Home,20210514,금,19.0,0.0,1.3,75.9,창원NC파크,창원,2021
204,20210515기N,기아,NC,3.0,7.0,NC,Home,20210515,토,18.9,9.2,0.9,92.1,창원NC파크,창원,2021
205,20210515한키,한화,키움,1.0,15.0,키움,Home,20210515,토,22.1,15.0,1.7,79.5,서울고척스카이돔,서울,2021
206,20210515삼L,삼성,LG,4.0,14.0,LG,Home,20210515,토,22.1,15.0,1.7,79.5,서울 잠실 야구장,서울,2021
207,20210515두S,두산,SK,,,우천취소,Away,20210515,토,20.6,25.1,1.8,82.1,인천SSG 랜더스필드,인천,2021
208,20210515K롯,KT,롯데,5.0,4.0,KT,Away,20210515,토,18.8,22.9,2.5,94.8,부산 사직 야구장,부산,2021
209,20210516두S,두산,SK,,,우천취소,Away,20210516,일,17.5,61.4,2.4,95.8,인천SSG 랜더스필드,인천,2021
210,20210516두S,두산,SK,,,우천취소,Away,20210516,일,17.5,61.4,2.4,95.8,인천SSG 랜더스필드,인천,2021
211,20210516삼L,삼성,LG,,,우천취소,Away,20210516,일,18.4,66.9,2.5,97.6,서울 잠실 야구장,서울,2021
212,20210516K롯,KT,롯데,,,우천취소,Away,20210516,일,19.3,45.1,5.7,97.6,부산 사직 야구장,부산,2021
213,20210516기N,기아,NC,,,우천취소,Away,20210516,일,20.5,25.8,2.0,92.6,창원NC파크,창원,2021
214,20210516한키,한화,키움,1.0,5.0,키움,Home,20210516,일,18.4,66.9,2.5,97.6,서울고척스카이돔,서울,2021
215,20210516두S,두산,SK,,,우천취소,Away,20210516,일,17.5,61.4,2.4,95.8,인천SSG 랜더스필드,인천,2021
216,20210516두S,두산,SK,,,우천취소,Away,20210516,일,17.5,61.4,2.4,95.8,인천SSG 랜더스필드,인천,2021
217,20210517삼L,삼성,LG,3.0,1.0,삼성,Away,20210517,월,15.3,3.1,1.6,93.0,서울 잠실 야구장,서울,2021
218,20210517두S,두산,SK,8.0,3.0,두산,Away,20210517,월,14.4,2.4,2.4,88.6,인천SSG 랜더스필드,인천,2021
219,20210517K롯,KT,롯데,,,우천취소,Away,20210517,월,14.7,2.2,2.0,96.6,부산 사직 야구장,부산,2021
220,20210517기N,기아,NC,,,우천취소,Away,20210517,월,15.7,2.0,1.8,94.3,창원NC파크,창원,2021
221,20210518NL,NC,LG,0.0,1.0,LG,Home,20210518,화,17.9,0.0,1.7,70.5,서울 잠실 야구장,서울,2021
222,20210518키삼,키움,삼성,15.0,3.0,키움,Away,20210518,화,17.7,0.1,1.3,81.0,대구 삼성 라이온즈 파크,대구,2021
223,20210518두K,두산,KT,0.0,1.0,KT,Home,20210518,화,16.9,0.0,1.4,83.9,수원케이티위즈파크,수원,2021
224,20210518S기,SK,기아,7.0,5.0,SK,Away,20210518,화,18.1,0.0,0.8,82.1,광주-기아 챔피언스 필드,광주,2021
225,20210518롯한,롯데,한화,4.0,3.0,롯데,Away,20210518,화,18.8,0.0,0.9,82.0,대전 한화생명 이글스파크,대전,2021
226,20210519NL,NC,LG,5.0,6.0,LG,Home,20210519,수,19.9,0.0,1.8,52.3,서울 잠실 야구장,서울,2021
227,20210519키삼,키움,삼성,9.0,2.0,키움,Away,20210519,수,22.5,0.0,1.5,57.4,대구 삼성 라이온즈 파크,대구,2021
228,20210519두K,두산,KT,5.0,6.0,KT,Home,20210519,수,18.9,0.0,1.4,66.3,수원케이티위즈파크,수원,2021
229,20210519S기,SK,기아,11.0,5.0,SK,Away,20210519,수,21.2,0.0,1.0,63.3,광주-기아 챔피언스 필드,광주,2021
230,20210519롯한,롯데,한화,2.0,12.0,한화,Home,20210519,수,20.9,0.0,1.2,63.3,대전 한화생명 이글스파크,대전,2021
231,20210520NL,NC,LG,11.0,1.0,NC,Away,20210520,목,18.7,0.9,2.5,59.8,서울 잠실 야구장,서울,2021
232,20210520키삼,키움,삼성,,,우천취소,Away,20210520,목,16.3,12.2,2.6,85.1,대구 삼성 라이온즈 파크,대구,2021
233,20210520두K,두산,KT,,,우천취소,Away,20210520,목,18.1,11.6,2.2,74.3,수원케이티위즈파크,수원,2021
234,20210520S기,SK,기아,,,우천취소,Away,20210520,목,16.5,11.2,1.5,93.4,광주-기아 챔피언스 필드,광주,2021
235,20210520롯한,롯데,한화,,,우천취소,Away,20210520,목,16.9,13.0,1.4,89.5,대전 한화생명 이글스파크,대전,2021
236,20210521롯두,롯데,두산,9.0,1.0,롯데,Away,20210521,금,16.0,6.9,1.7,86.5,서울 잠실 야구장,서울,2021
237,20210521LS,LG,SK,5.0,6.0,SK,Home,20210521,금,15.3,4.6,3.6,83.8,인천SSG 랜더스필드,인천,2021
238,20210521기삼,기아,삼성,3.0,5.0,삼성,Home,20210521,금,17.6,0.0,2.7,69.6,대구 삼성 라이온즈 파크,대구,2021
239,20210521N키,NC,키움,0.0,2.0,키움,Home,20210521,금,16.0,6.9,1.7,86.5,서울고척스카이돔,서울,2021
240,20210521K한,KT,한화,0.0,4.0,한화,Home,20210521,금,15.3,0.1,1.6,92.9,대전 한화생명 이글스파크,대전,2021
241,20210522롯두,롯데,두산,3.0,4.0,두산,Home,20210522,토,18.6,0.2,2.5,69.3,서울 잠실 야구장,서울,2021
242,20210522LS,LG,SK,3.0,8.0,SK,Home,20210522,토,16.7,0.0,2.3,68.1,인천SSG 랜더스필드,인천,2021
243,20210522기삼,기아,삼성,9.0,4.0,기아,Away,20210522,토,21.0,0.0,2.8,57.6,대구 삼성 라이온즈 파크,대구,2021
244,20210522N키,NC,키움,6.0,13.0,키움,Home,20210522,토,18.6,0.2,2.5,69.3,서울고척스카이돔,서울,2021
245,20210522K한,KT,한화,0.0,5.0,한화,Home,20210522,토,18.6,0.0,1.2,77.3,대전 한화생명 이글스파크,대전,2021
246,20210523롯두,롯데,두산,0.0,4.0,두산,Home,20210523,일,19.5,0.0,1.7,64.4,서울 잠실 야구장,서울,2021
247,20210523LS,LG,SK,0.0,8.0,SK,Home,20210523,일,18.0,0.0,1.8,59.1,인천SSG 랜더스필드,인천,2021
248,20210523기삼,기아,삼성,5.0,7.0,삼성,Home,20210523,일,23.6,0.0,1.5,52.5,대구 삼성 라이온즈 파크,대구,2021
249,20210523N키,NC,키움,4.0,7.0,키움,Home,20210523,일,19.5,0.0,1.7,64.4,서울고척스카이돔,서울,2021
250,20210523K한,KT,한화,8.0,1.0,KT,Away,20210523,일,20.3,0.0,0.8,72.9,대전 한화생명 이글스파크,대전,2021
251,20210525한두,한화,두산,,,우천취소,Away,20210525,화,15.3,8.3,3.2,72.3,서울 잠실 야구장,서울,2021
252,20210525L롯,LG,롯데,,,우천취소,Away,20210525,화,19.9,0.0,3.9,44.8,부산 사직 야구장,부산,2021
253,20210525삼N,삼성,NC,,,우천취소,Away,20210525,화,19.6,0.0,1.3,42.0,창원NC파크,창원,2021
254,20210525SK,SK,KT,,,우천취소,Away,20210525,화,14.8,5.4,2.8,83.5,수원케이티위즈파크,수원,2021
255,20210525키기,키움,기아,,,우천취소,Away,20210525,화,17.6,0.0,1.5,62.1,광주-기아 챔피언스 필드,광주,2021
256,20210526한두,한화,두산,3.0,9.0,두산,Home,20210526,수,18.0,0.0,2.9,58.5,서울 잠실 야구장,서울,2021
257,20210526L롯,LG,롯데,5.0,3.0,LG,Away,20210526,수,17.9,0.5,3.5,47.4,부산 사직 야구장,부산,2021
258,20210526삼N,삼성,NC,7.0,1.0,삼성,Away,20210526,수,17.8,0.0,1.6,44.5,창원NC파크,창원,2021
259,20210526SK,SK,KT,9.0,5.0,SK,Away,20210526,수,17.7,0.0,2.5,66.8,수원케이티위즈파크,수원,2021
260,20210526키기,키움,기아,2.0,3.0,기아,Home,20210526,수,18.3,0.0,2.0,59.8,광주-기아 챔피언스 필드,광주,2021
261,20210527한두,한화,두산,3.0,0.0,한화,Away,20210527,목,15.8,8.9,2.8,83.0,서울 잠실 야구장,서울,2021
262,20210527L롯,LG,롯데,8.0,1.0,LG,Away,20210527,목,16.9,1.8,3.2,84.4,부산 사직 야구장,부산,2021
263,20210527삼N,삼성,NC,3.0,6.0,NC,Home,20210527,목,16.7,1.0,1.0,79.8,창원NC파크,창원,2021
264,20210527SK,SK,KT,5.0,6.0,KT,Home,20210527,목,15.3,6.5,2.0,90.4,수원케이티위즈파크,수원,2021
265,20210527키기,키움,기아,4.0,5.0,기아,Home,20210527,목,16.8,0.0,1.2,84.9,광주-기아 챔피언스 필드,광주,2021
266,20210528키L,키움,LG,1.0,3.0,LG,Home,20210528,금,15.3,12.3,2.6,86.0,서울 잠실 야구장,서울,2021
267,20210528N롯,NC,롯데,,,우천취소,Away,20210528,금,17.6,3.0,4.9,80.4,부산 사직 야구장,부산,2021
268,20210528두삼,두산,삼성,9.0,4.0,두산,Away,20210528,금,16.7,13.8,1.8,71.6,대구 삼성 라이온즈 파크,대구,2021
269,20210528K기,KT,기아,6.0,7.0,기아,Home,20210528,금,17.9,10.0,2.0,80.6,광주-기아 챔피언스 필드,광주,2021
270,20210528S한,SK,한화,12.0,3.0,SK,Away,20210528,금,15.0,30.2,1.5,87.1,대전 한화생명 이글스파크,대전,2021
271,20210529N롯,NC,롯데,10.0,10.0,무승부,Away,20210529,토,18.7,0.0,3.8,65.1,부산 사직 야구장,부산,2021
272,20210529N롯,NC,롯데,10.0,10.0,무승부,Away,20210529,토,18.7,0.0,3.8,65.1,부산 사직 야구장,부산,2021
273,20210529키L,키움,LG,7.0,2.0,키움,Away,20210529,토,15.4,0.3,2.2,79.8,서울 잠실 야구장,서울,2021
274,20210529두삼,두산,삼성,4.0,16.0,삼성,Home,20210529,토,20.4,0.0,2.8,49.4,대구 삼성 라이온즈 파크,대구,2021
275,20210529K기,KT,기아,7.0,5.0,KT,Away,20210529,토,19.4,0.0,1.0,68.8,광주-기아 챔피언스 필드,광주,2021
276,20210529S한,SK,한화,6.0,2.0,SK,Away,20210529,토,18.5,0.0,1.8,69.8,대전 한화생명 이글스파크,대전,2021
277,20210529N롯,NC,롯데,6.0,2.0,NC,Away,20210529,토,18.7,0.0,3.8,65.1,부산 사직 야구장,부산,2021
278,20210529N롯,NC,롯데,6.0,2.0,NC,Away,20210529,토,18.7,0.0,3.8,65.1,부산 사직 야구장,부산,2021
279,20210530키L,키움,LG,2.0,8.0,LG,Home,20210530,일,18.4,18.1,2.1,73.0,서울 잠실 야구장,서울,2021
280,20210530N롯,NC,롯데,5.0,4.0,NC,Away,20210530,일,19.8,0.0,2.2,65.9,부산 사직 야구장,부산,2021
281,20210530두삼,두산,삼성,4.0,2.0,두산,Away,20210530,일,20.6,0.0,1.7,56.5,대구 삼성 라이온즈 파크,대구,2021
282,20210530K기,KT,기아,4.0,3.0,KT,Away,20210530,일,22.1,0.0,1.5,49.1,광주-기아 챔피언스 필드,광주,2021
283,20210530S한,SK,한화,5.0,1.0,SK,Away,20210530,일,20.9,4.5,1.0,70.6,대전 한화생명 이글스파크,대전,2021
284,20210601KL,KT,LG,8.0,1.0,KT,Away,20210601,화,20.2,3.2,2.2,74.6,서울 잠실 야구장,서울,2021
285,20210601삼S,삼성,SK,0.0,1.0,SK,Home,20210601,화,19.7,0.9,2.6,62.9,인천SSG 랜더스필드,인천,2021
286,20210601두N,두산,NC,4.0,3.0,두산,Away,20210601,화,20.3,0.0,1.1,59.6,창원NC파크,창원,2021
287,20210601롯키,롯데,키움,3.0,0.0,롯데,Away,20210601,화,20.2,3.2,2.2,74.6,서울고척스카이돔,서울,2021
288,20210601기한,기아,한화,1.0,9.0,한화,Home,20210601,화,22.5,0.0,1.4,69.5,대전 한화생명 이글스파크,대전,2021
289,20210602KL,KT,LG,5.0,6.0,LG,Home,20210602,수,23.2,0.0,2.1,64.4,서울 잠실 야구장,서울,2021
290,20210602삼S,삼성,SK,8.0,7.0,삼성,Away,20210602,수,22.4,0.0,2.0,56.3,인천SSG 랜더스필드,인천,2021
291,20210602두N,두산,NC,5.0,9.0,NC,Home,20210602,수,21.0,0.0,1.1,61.6,창원NC파크,창원,2021
292,20210602롯키,롯데,키움,4.0,2.0,롯데,Away,20210602,수,23.2,0.0,2.1,64.4,서울고척스카이돔,서울,2021
293,20210602기한,기아,한화,5.0,3.0,기아,Away,20210602,수,24.4,0.0,1.0,61.5,대전 한화생명 이글스파크,대전,2021
294,20210603KL,KT,LG,,,우천취소,Away,20210603,목,19.1,18.1,1.8,80.8,서울 잠실 야구장,서울,2021
295,20210603삼S,삼성,SK,,,우천취소,Away,20210603,목,18.5,16.1,2.2,74.8,인천SSG 랜더스필드,인천,2021
296,20210603두N,두산,NC,,,우천취소,Away,20210603,목,18.8,18.9,0.6,89.9,창원NC파크,창원,2021
297,20210603롯키,롯데,키움,4.0,9.0,키움,Home,20210603,목,19.1,18.1,1.8,80.8,서울고척스카이돔,서울,2021
298,20210603기한,기아,한화,,,우천취소,Away,20210603,목,19.2,24.2,0.7,91.6,대전 한화생명 이글스파크,대전,2021
299,20210604S두,SK,두산,2.0,3.0,두산,Home,20210604,금,18.5,0.0,2.9,69.4,서울 잠실 야구장,서울,2021
300,20210604롯K,롯데,KT,15.0,0.0,롯데,Away,20210604,금,18.1,0.0,2.3,77.4,수원케이티위즈파크,수원,2021
301,20210604L기,LG,기아,3.0,4.0,기아,Home,20210604,금,20.0,1.4,1.0,67.1,광주-기아 챔피언스 필드,광주,2021
302,20210604삼키,삼성,키움,6.0,3.0,삼성,Away,20210604,금,18.5,0.0,2.9,69.4,서울고척스카이돔,서울,2021
303,20210604한N,한화,NC,3.0,6.0,NC,Home,20210604,금,20.6,2.3,1.5,67.0,창원NC파크,창원,2021
304,20210605S두,SK,두산,5.0,8.0,두산,Home,20210605,토,20.8,0.0,3.3,68.1,서울 잠실 야구장,서울,2021
305,20210605한N,한화,NC,1.0,6.0,NC,Home,20210605,토,20.3,0.0,1.9,67.8,창원NC파크,창원,2021
306,20210605롯K,롯데,KT,1.0,8.0,KT,Home,20210605,토,20.1,0.0,2.5,76.8,수원케이티위즈파크,수원,2021
307,20210605L기,LG,기아,8.0,2.0,LG,Away,20210605,토,20.9,0.0,2.1,81.1,광주-기아 챔피언스 필드,광주,2021
308,20210605삼키,삼성,키움,2.0,6.0,키움,Home,20210605,토,20.8,0.0,3.3,68.1,서울고척스카이돔,서울,2021
309,20210606S두,SK,두산,4.0,1.0,SK,Away,20210606,일,23.0,0.0,2.2,69.6,서울 잠실 야구장,서울,2021
310,20210606한N,한화,NC,13.0,10.0,한화,Away,20210606,일,21.8,0.0,2.0,70.6,창원NC파크,창원,2021
311,20210606롯K,롯데,KT,8.0,7.0,롯데,Away,20210606,일,22.3,0.0,1.8,79.9,수원케이티위즈파크,수원,2021
312,20210606L기,LG,기아,10.0,0.0,LG,Away,20210606,일,22.8,0.0,2.0,61.6,광주-기아 챔피언스 필드,광주,2021
313,20210606삼키,삼성,키움,3.0,1.0,삼성,Away,20210606,일,23.0,0.0,2.2,69.6,서울고척스카이돔,서울,2021
314,20210608NL,NC,LG,1.0,2.0,LG,Home,20210608,화,23.6,0.1,1.7,69.6,서울 잠실 야구장,서울,2021
315,20210608KS,KT,SK,4.0,2.0,KT,Away,20210608,화,21.5,0.1,2.1,70.1,인천SSG 랜더스필드,인천,2021
316,20210608두롯,두산,롯데,9.0,18.0,롯데,Home,20210608,화,23.0,0.0,2.7,65.4,부산 사직 야구장,부산,2021
317,20210608기삼,기아,삼성,0.0,7.0,삼성,Home,20210608,화,25.4,0.0,1.8,54.0,대구 삼성 라이온즈 파크,대구,2021
318,20210608키한,키움,한화,2.0,4.0,한화,Home,20210608,화,24.8,0.0,0.8,66.9,대전 한화생명 이글스파크,대전,2021
319,20210609NL,NC,LG,3.0,6.0,LG,Home,20210609,수,25.8,0.0,1.6,59.1,서울 잠실 야구장,서울,2021
320,20210609KS,KT,SK,7.0,3.0,KT,Away,20210609,수,24.6,0.0,1.7,60.3,인천SSG 랜더스필드,인천,2021
321,20210609두롯,두산,롯데,14.0,8.0,두산,Away,20210609,수,23.1,0.0,2.4,56.5,부산 사직 야구장,부산,2021
322,20210609기삼,기아,삼성,7.0,5.0,기아,Away,20210609,수,25.3,0.0,2.6,50.5,대구 삼성 라이온즈 파크,대구,2021
323,20210609키한,키움,한화,6.0,2.0,키움,Away,20210609,수,26.9,0.0,1.2,65.0,대전 한화생명 이글스파크,대전,2021
324,20210610NL,NC,LG,6.0,0.0,NC,Away,20210610,목,24.9,6.1,2.2,68.5,서울 잠실 야구장,서울,2021
325,20210610KS,KT,SK,,,우천취소,Away,20210610,목,23.8,7.2,2.8,57.9,인천SSG 랜더스필드,인천,2021
326,20210610두롯,두산,롯데,4.0,5.0,롯데,Home,20210610,목,22.4,0.0,2.1,71.6,부산 사직 야구장,부산,2021
327,20210610기삼,기아,삼성,2.0,4.0,삼성,Home,20210610,목,24.2,0.0,2.6,57.1,대구 삼성 라이온즈 파크,대구,2021
328,20210610키한,키움,한화,0.0,1.0,한화,Home,20210610,목,25.7,1.6,2.0,68.4,대전 한화생명 이글스파크,대전,2021
329,20210611두L,두산,LG,1.0,3.0,LG,Home,20210611,금,21.5,4.6,2.8,84.5,서울 잠실 야구장,서울,2021
330,20210611키S,키움,SK,6.0,8.0,SK,Home,20210611,금,19.8,2.1,3.4,82.1,인천SSG 랜더스필드,인천,2021
331,20210611기롯,기아,롯데,,,우천취소,Away,20210611,금,20.8,82.6,2.5,94.4,부산 사직 야구장,부산,2021
332,20210611N삼,NC,삼성,5.0,4.0,NC,Away,20210611,금,22.1,5.5,1.4,84.8,대구 삼성 라이온즈 파크,대구,2021
333,20210611한K,한화,KT,5.0,6.0,KT,Home,20210611,금,21.5,7.3,2.7,89.0,수원케이티위즈파크,수원,2021
334,20210612기롯,기아,롯데,,,우천취소,Away,20210612,토,20.9,73.4,1.9,98.4,부산 사직 야구장,부산,2021
335,20210612기롯,기아,롯데,,,우천취소,Away,20210612,토,20.9,73.4,1.9,98.4,부산 사직 야구장,부산,2021
336,20210612두L,두산,LG,8.0,3.0,두산,Away,20210612,토,24.2,0.0,1.8,74.6,서울 잠실 야구장,서울,2021
337,20210612키S,키움,SK,4.0,5.0,SK,Home,20210612,토,22.3,0.0,2.1,73.5,인천SSG 랜더스필드,인천,2021
338,20210612기롯,기아,롯데,,,우천취소,Away,20210612,토,20.9,73.4,1.9,98.4,부산 사직 야구장,부산,2021
339,20210612기롯,기아,롯데,,,우천취소,Away,20210612,토,20.9,73.4,1.9,98.4,부산 사직 야구장,부산,2021
340,20210612N삼,NC,삼성,1.0,4.0,삼성,Home,20210612,토,24.1,0.0,2.4,74.8,대구 삼성 라이온즈 파크,대구,2021
341,20210612한K,한화,KT,2.0,7.0,KT,Home,20210612,토,22.7,0.0,1.7,83.1,수원케이티위즈파크,수원,2021
342,20210613기롯,기아,롯데,6.0,8.0,롯데,Home,20210613,일,22.8,0.0,1.5,89.1,부산 사직 야구장,부산,2021
343,20210613기롯,기아,롯데,6.0,8.0,롯데,Home,20210613,일,22.8,0.0,1.5,89.1,부산 사직 야구장,부산,2021
344,20210613두L,두산,LG,0.0,2.0,LG,Home,20210613,일,24.8,0.0,2.0,72.6,서울 잠실 야구장,서울,2021
345,20210613키S,키움,SK,7.0,3.0,키움,Away,20210613,일,19.9,0.0,2.0,81.4,인천SSG 랜더스필드,인천,2021
346,20210613N삼,NC,삼성,3.0,5.0,삼성,Home,20210613,일,25.4,0.1,2.2,69.0,대구 삼성 라이온즈 파크,대구,2021
347,20210613한K,한화,KT,3.0,6.0,KT,Home,20210613,일,22.1,0.0,1.6,87.9,수원케이티위즈파크,수원,2021
348,20210613기롯,기아,롯데,6.0,3.0,기아,Away,20210613,일,22.8,0.0,1.5,89.1,부산 사직 야구장,부산,2021
349,20210613기롯,기아,롯데,6.0,3.0,기아,Away,20210613,일,22.8,0.0,1.5,89.1,부산 사직 야구장,부산,2021
350,20210615삼두,삼성,두산,8.0,6.0,삼성,Away,20210615,화,22.5,1.9,2.3,79.1,서울 잠실 야구장,서울,2021
351,20210615KN,KT,NC,,,우천취소,Away,20210615,화,21.1,18.3,0.7,85.6,창원NC파크,창원,2021
352,20210615S기,SK,기아,,,우천취소,Away,20210615,화,20.9,21.2,2.3,93.8,광주-기아 챔피언스 필드,광주,2021
353,20210615L키,LG,키움,4.0,2.0,LG,Away,20210615,화,22.5,1.9,2.3,79.1,서울고척스카이돔,서울,2021
354,20210615롯한,롯데,한화,2.0,3.0,한화,Home,20210615,화,22.6,1.9,2.4,84.5,대전 한화생명 이글스파크,대전,2021
355,20210616S기,SK,기아,10.0,1.0,SK,Away,20210616,수,23.4,0.0,2.9,76.9,광주-기아 챔피언스 필드,광주,2021
356,20210616S기,SK,기아,10.0,1.0,SK,Away,20210616,수,23.4,0.0,2.9,76.9,광주-기아 챔피언스 필드,광주,2021
357,20210616롯한,롯데,한화,4.0,9.0,한화,Home,20210616,수,23.6,0.0,3.6,71.4,대전 한화생명 이글스파크,대전,2021
358,20210616롯한,롯데,한화,4.0,9.0,한화,Home,20210616,수,23.6,0.0,3.6,71.4,대전 한화생명 이글스파크,대전,2021
359,20210616S기,SK,기아,0.0,2.0,기아,Home,20210616,수,23.4,0.0,2.9,76.9,광주-기아 챔피언스 필드,광주,2021
360,20210616S기,SK,기아,0.0,2.0,기아,Home,20210616,수,23.4,0.0,2.9,76.9,광주-기아 챔피언스 필드,광주,2021
361,20210616롯한,롯데,한화,3.0,4.0,한화,Home,20210616,수,23.6,0.0,3.6,71.4,대전 한화생명 이글스파크,대전,2021
362,20210616롯한,롯데,한화,3.0,4.0,한화,Home,20210616,수,23.6,0.0,3.6,71.4,대전 한화생명 이글스파크,대전,2021
363,20210616삼두,삼성,두산,5.0,3.0,삼성,Away,20210616,수,24.3,0.0,3.6,59.9,서울 잠실 야구장,서울,2021
364,20210616KN,KT,NC,7.0,3.0,KT,Away,20210616,수,20.8,18.8,1.6,76.4,창원NC파크,창원,2021
365,20210616L키,LG,키움,3.0,6.0,키움,Home,20210616,수,24.3,0.0,3.6,59.9,서울고척스카이돔,서울,2021
366,20210617삼두,삼성,두산,2.0,6.0,두산,Home,20210617,목,21.9,0.0,2.4,71.4,서울 잠실 야구장,서울,2021
367,20210617KN,KT,NC,1.0,9.0,NC,Home,20210617,목,20.4,1.8,1.6,77.3,창원NC파크,창원,2021
368,20210617S기,SK,기아,6.0,3.0,SK,Away,20210617,목,22.4,0.9,0.6,82.9,광주-기아 챔피언스 필드,광주,2021
369,20210617L키,LG,키움,6.0,5.0,LG,Away,20210617,목,21.9,0.0,2.4,71.4,서울고척스카이돔,서울,2021
370,20210617롯한,롯데,한화,9.0,2.0,롯데,Away,20210617,목,22.1,0.1,1.7,80.0,대전 한화생명 이글스파크,대전,2021
371,20210618기L,기아,LG,0.0,5.0,LG,Home,20210618,금,20.0,6.3,2.5,92.1,서울 잠실 야구장,서울,2021
372,20210618삼롯,삼성,롯데,4.0,7.0,롯데,Home,20210618,금,20.0,5.0,2.4,91.0,부산 사직 야구장,부산,2021
373,20210618두K,두산,KT,11.0,3.0,두산,Away,20210618,금,19.8,6.2,1.8,97.4,수원케이티위즈파크,수원,2021
374,20210618S한,SK,한화,3.0,4.0,한화,Home,20210618,금,21.2,1.4,1.2,92.6,대전 한화생명 이글스파크,대전,2021
375,20210618키N,키움,NC,0.0,5.0,NC,Home,20210618,금,20.1,5.0,0.9,88.4,창원NC파크,창원,2021
376,20210619두K,두산,KT,9.0,3.0,두산,Away,20210619,토,21.9,0.0,1.4,81.4,수원케이티위즈파크,수원,2021
377,20210619두K,두산,KT,9.0,3.0,두산,Away,20210619,토,21.9,0.0,1.4,81.4,수원케이티위즈파크,수원,2021
378,20210619기L,기아,LG,2.0,7.0,LG,Home,20210619,토,22.3,0.0,1.8,74.0,서울 잠실 야구장,서울,2021
379,20210619삼롯,삼성,롯데,9.0,1.0,삼성,Away,20210619,토,22.9,0.0,2.2,73.1,부산 사직 야구장,부산,2021
380,20210619키N,키움,NC,12.0,7.0,키움,Away,20210619,토,23.2,0.0,1.5,65.4,창원NC파크,창원,2021
381,20210619S한,SK,한화,7.0,5.0,SK,Away,20210619,토,23.5,0.0,1.2,72.8,대전 한화생명 이글스파크,대전,2021
